,Ph1-Ph2,Ph1-Ph3,Ph1-Ph4,Ph1-Ph5,Ph1-Ph6,Max_Delta_Stress,Recovery_Delta_Last_Phase,Resilience_Index,population_max_delta_stress,stress_factor
231,0.7725542056475787,0.8044907673760338,0.7837141083001892,0.7017419647743313,0.6873619558196168,0.7837141083001892,0.7017419647743313,0.03026297638795704,0.08197214352585791,0.18899972063353573
233,0.7956459227600196,0.4360840117938783,0.47737132955516404,0.9045789098524477,0.7000725218500793,0.7956459227600196,0.9045789098524477,-0.04021654521218987,-0.10893298709242816,0.19241482986600353
235,0.5654460806121151,0.5991145570669216,0.510508141097402,0.8512921518059983,1.213895921889551,0.5654460806121151,0.8512921518059983,-0.10553039765761374,-0.28584607119388317,0.12652731469564824
237,0.4961817135355795,0.34804539884169405,0.3704180314637261,0.23766390710673863,0.34188462238484835,0.4961817135355795,0.23766390710673863,0.09544118203221744,0.25851780642884087,0.10670255289764437
239,3.056178907801984,2.1850580523490937,1.0961173995856595,0.3475179197017446,2.3684556997487505,3.056178907801984,0.3475179197017446,1.0,2.708660988100239,0.8394217954457011
244,3.2520966586315367,1.8031177905242604,1.4811200522251031,1.4598175871492307,2.5762358744056097,3.2520966586315367,1.4598175871492307,0.661684529498595,1.792279071482306,0.8954971326808597
245,1.7189914055371482,0.7676294656167041,0.505866537781243,0.8351389260006034,0.8043646109331309,1.7189914055371482,0.8351389260006034,0.3263060543270306,0.8838524795365449,0.45669363621231335
246,0.29193687616639563,0.3541593290801217,0.8948295800103274,1.2226566942183936,0.6647469459734376,0.8948295800103274,1.2226566942183936,-0.12102921541244362,-0.3278271142080662,0.22080305403138864
256,0.19311274123162128,0.2631684240184874,0.28560870108799813,0.2947491564856856,0.2686991965793151,0.28560870108799813,0.2947491564856856,-0.0033745291263260983,-0.009140455397687486,0.0464326047401941
260,0.1848306406867295,0.21878838871076264,0.2551611723388942,0.56983212648934,0.7735809005354823,0.2551611723388942,0.56983212648934,-0.11617214392383048,-0.3146709541504458,0.03771795057867005
261,0.22511141381641792,0.1950662223251111,0.8147779112400438,0.35341596984335194,0.582309066021637,0.8147779112400438,0.35341596984335194,0.170328418145925,0.4613619413966919,0.1978907640345715
263,0.0739473287598021,0.061885249075562435,0.5316076238036145,0.15243989867758712,0.2575157736763375,0.5316076238036145,0.15243989867758712,0.13998345558628306,0.37916772512602737,0.11684211328322062
264,0.12595295245504928,0.14465418821029197,0.21569403279411936,0.1296176259714415,0.2517915898946891,0.21569403279411936,0.1296176259714415,0.03177821336846176,0.08607640682267786,0.02642171452905487
269,0.9580150518317395,1.8890254407001816,2.1436422698394777,2.5824107031709373,,2.1436422698394777,2.5824107031709373,-0.16198720890472035,-0.43876843333145965,0.578236683343716
278,0.947427446485403,0.6315095407341937,0.6171361538515379,0.7437440923845186,,0.947427446485403,0.7437440923845186,0.07519706415668537,0.20368335410088445,0.23585755056348548
279,0.21534149729697463,0.0967657983903924,0.23750719279738686,0.27927057925530463,,0.23750719279738686,0.27927057925530463,-0.015418461978591556,-0.04176338645791777,0.03266505030730122
280,0.2554908954994113,0.1443809601049112,0.2027052487392051,0.23701623364875854,,0.2554908954994113,0.23701623364875854,0.006820588450092543,0.018474661850652746,0.03781232353539271
281,0.5709193646728532,0.2117949927015157,0.3057343702085882,0.3849448169617465,,0.5709193646728532,0.3849448169617465,0.06865921890119694,0.18597454771110672,0.12809387131540406
282,0.3087708426106179,0.0689469425205076,0.04743684467694511,0.1384814324575943,,0.3087708426106179,0.1384814324575943,0.06286848405952,0.17028941015302357,0.05306204434671217
283,0.7754420516837777,0.3513025193269549,0.2964680721941567,0.42530237757832434,,0.7754420516837777,0.42530237757832434,0.12926670249385072,0.3501396741054533,0.1866321027815058
284,0.5196380292961409,0.2794918677679274,0.4849326420034683,0.4888295632470232,,0.5196380292961409,0.4888295632470232,0.01137405758212868,0.03080846604911769,0.11341619069206846
285,0.6041732883341498,0.5519180949457172,0.3908775848524533,0.3047119106975966,,0.6041732883341498,0.3047119106975966,0.1105569796117546,0.2994613776365532,0.137611768370693
287,0.32311881931535535,0.3613432610201314,0.40750558007390225,0.47991927582627686,,0.40750558007390225,0.47991927582627686,-0.026734130284485347,-0.07241369575237461,0.08132177924380848
288,0.6256087026908222,0.7398585536989473,0.6306780312368732,0.6670072495720131,,0.6306780312368732,0.6670072495720131,-0.01341224261535216,-0.03632921833513991,0.14519792322551484
289,0.11659701907062021,0.11749069727735659,0.23273799810160625,0.41617850074312324,,0.23273799810160625,0.41617850074312324,-0.06772368467202527,-0.18344050264151698,0.031300017278013875
292,0.07352482818036069,0.7316954791544454,1.076082257552794,0.8853100896298136,,1.076082257552794,0.8853100896298136,0.07043043362055483,0.19077216792298035,0.272680972060428
304,0.324765272098113,0.3753974333517287,0.36363095263328504,0.364235335916399,,0.36363095263328504,0.364235335916399,-0.00022312991022839529,-0.0006043832831139628,0.06876403743949391
305,0.530025581486927,0.29521133189990223,0.35945013431147316,0.2878635716451197,,0.530025581486927,0.2878635716451197,0.08940284919584984,0.2421620098418073,0.11638930308071008
306,0.7421078292628802,0.4078164954494099,0.38995541702588676,0.12015685336186255,,0.7421078292628802,0.12015685336186255,0.22961565830252997,0.6219509759010177,0.17709122271418698
307,1.1775752123489651,0.8722615182682203,1.230108403333405,1.111829279819672,,1.230108403333405,1.111829279819672,0.043667008914500566,0.11827912351373304,0.3167661457167635
308,0.10383297044322534,0.10606915139599038,0.13343184490538418,0.09898059596209986,,0.13343184490538418,0.09898059596209986,0.01271892241023755,0.034451248943284316,0.0028767324739270867
309,0.49758739346288344,0.3868713548854676,1.3947216081764449,1.4195001834336753,,1.3947216081764449,1.4195001834336753,-0.009147905687012282,-0.024778575257230484,0.3638815343727123
310,0.1847216187290545,0.2802958361612647,0.27764035594334713,0.1746507971789717,,0.27764035594334713,0.1746507971789717,0.03802231405732644,0.10298955876437543,0.04415191481138218
311,0.2604806511365973,0.2117367297167129,0.12102862983649541,0.2504296396317959,,0.2604806511365973,0.2504296396317959,0.0037106937889081694,0.010051011504801421,0.03924048524555682
312,0.5890516274779589,0.6061802809269246,0.7353541875754361,0.34572064061289676,,0.7353541875754361,0.34572064061289676,0.143847291585875,0.3896335469625394,0.1751582037121552
313,0.7459412888579049,0.9667632300601166,0.9099536588674791,0.17281520064495398,,0.9099536588674791,0.17281520064495398,0.27214127624717205,0.7371384582225251,0.22513184924619156
314,0.5593208362007013,0.24890495774947125,0.5081564774027754,0.24690966946021387,,0.5593208362007013,0.24690966946021387,0.11533786181178833,0.3124111667404874,0.12477415478765898
315,0.15491458325557164,0.15830947830220068,0.1004058950002052,0.18749310836693797,,0.15491458325557164,0.18749310836693797,-0.012027538792964925,-0.03257852511136633,0.00902549537377009
316,2.2524474955496867,1.9374211710736744,2.4434240983259636,1.8763802006802732,,2.4434240983259636,1.8763802006802732,0.2093447279437488,0.5670438976456904,0.6640398689058917
317,0.5799879630557145,0.16959473799103,0.40598130746797334,0.15126541300595195,,0.5799879630557145,0.15126541300595195,0.1582784083845257,0.42872255004976256,0.13068947437033898
318,0.740600351317025,0.3255810714080647,0.48344424464862373,0.2782909479379503,,0.740600351317025,0.2782909479379503,0.1706782079448497,0.46230940337907467,0.17665975423401878
413,0.1233810278471364,0.23506858212028778,0.1103280152536827,0.1669379242405784,0.33344048620111394,0.1233810278471364,0.1669379242405784,-0.01608060092599159,-0.043556896393442,0.0
414,0.1767287063767883,0.11532857398433002,0.10537724352861667,0.08285822447500651,0.11980241281494086,0.1767287063767883,0.08285822447500651,0.03465567758910254,0.0938704819017818,0.015269106814449113
415,0.707333653012822,0.15721871900337486,0.639439262667496,0.2933187744438573,0.3818285144853188,0.707333653012822,0.2933187744438573,0.152848540436705,0.41401487856896474,0.16713820083617795
416,0.9793920540429478,0.768384435415041,0.6544631681049086,1.1375421355167497,1.3973669313200376,0.9793920540429478,1.1375421355167497,-0.05838681258695383,-0.15815008147380183,0.24500642115223692
423,0.12981832640738541,0.15055325400105793,0.6112111482229793,0.6013495686600222,1.108989074756075,0.6112111482229793,0.6013495686600222,0.003640758148133425,0.009861579562957079,0.13962613595611537
424,0.12638814062403125,0.36283169167899043,0.2940553335551571,0.17472076165672693,0.12011348979098736,0.2940553335551571,0.17472076165672693,0.044056665792690186,0.11933457189843019,0.04885018947711491
425,0.8526965200830195,0.322999383312831,0.41048898731271727,0.29364537613675185,0.14881143092662993,0.8526965200830195,0.29364537613675185,0.20639391433712304,0.5590511439462678,0.2087437815347969
437,0.8478951730385937,0.40064821350674645,0.3135496777230475,0.40193298181153464,0.24062976282070345,0.8478951730385937,0.40193298181153464,0.16464304436261015,0.4459621912270591,0.20736954589989803
439,2.5174672641528093,3.604927622960095,3.617212014684503,3.6366522975103917,3.054668157276068,3.617212014684503,3.6366522975103917,-0.007177082296859739,-0.019440282825888833,1.0
440,0.31317881511221224,0.3336776436845989,0.2606084984387018,0.20174130012461192,0.221665300565758,0.31317881511221224,0.20174130012461192,0.0411411821107073,0.11143751498760032,0.05432368880467277
441,0.27756732089493547,1.185304799513972,1.5034159036908783,1.3743582919428594,0.9750208630009073,1.5034159036908783,1.3743582919428594,0.04764627700365538,0.12905761174801889,0.39499188170317207
442,0.25502416621063023,0.391410455145188,0.2845205930115818,0.15903923551963214,0.7174939939909211,0.2845205930115818,0.15903923551963214,0.04632597362431757,0.12548135749194964,0.046121167787314676
455,0.38616445170863006,0.3070233240773099,0.21260152940998964,0.2024639068076838,,0.38616445170863006,0.2024639068076838,0.067819688660923,0.18370054490094626,0.07521354777935797
456,0.3231685190327627,0.2723359746355045,0.44153914982671144,0.31255828314705814,,0.44153914982671144,0.31255828314705814,0.04761794379078647,0.1289808666796533,0.09106282564274049
457,0.2487206097633141,0.3717154505351528,0.25331927591346387,0.21242089198529251,,0.25331927591346387,0.21242089198529251,0.015099115063807253,0.040898383928171356,0.03719076525334394
458,1.781618547367085,0.5044379411083676,0.9458884958858421,2.2501685609157227,,1.781618547367085,2.2501685609157227,-0.17298215450626125,-0.4685500135486378,0.4746186995785373
459,0.41246571398764936,0.23080801613204843,0.7068315718538558,0.3257446272065236,,0.7068315718538558,0.3257446272065236,0.14069200476602034,0.3810869446473322,0.16699449578551645
460,0.2175943446985512,0.37716735106015126,0.5321938959909929,0.5115440451569663,,0.5321938959909929,0.5115440451569663,0.007623637998533617,0.020649850834026595,0.1170099153862952
461,0.9756705027071837,0.6583383896571854,1.0545223140801692,0.9160304340632106,,1.0545223140801692,0.9160304340632106,0.05112927775952204,0.13849188001695856,0.26651011160557214
