Subject,Phase_vs_phase,model,DaviesBouldin
246,GaussianMixture,phase1_vs_phase4,0.9583623075106721
246,GaussianMixture,phase1_vs_phase5,0.7866934346931093
256,Birch,phase1_vs_phase2,0.4191435554438969
256,Birch,phase1_vs_phase3,0.9160527045818653
256,Birch,phase1_vs_phase4,0.3906809961892651
256,Birch,phase1_vs_phase5,0.7672129214225902
256,KMeans,phase1_vs_phase2,0.976419960144286
256,KMeans,phase1_vs_phase3,0.9721160964597926
256,KMeans,phase1_vs_phase4,0.9587531065471255
256,KMeans,phase1_vs_phase5,1.1412096122690254
256,GaussianMixture,phase1_vs_phase2,3.233445848067562
256,GaussianMixture,phase1_vs_phase3,2.6078802170425783
256,GaussianMixture,phase1_vs_phase4,1.6471757148178814
256,GaussianMixture,phase1_vs_phase5,1.248492656265231
260,Birch,phase1_vs_phase2,0.5993416092280479
260,Birch,phase1_vs_phase3,0.6050472865185607
260,Birch,phase1_vs_phase4,0.6843654088428465
260,Birch,phase1_vs_phase5,0.7609165921068203
260,KMeans,phase1_vs_phase2,0.6445292677733429
260,KMeans,phase1_vs_phase3,0.6358798023862163
260,KMeans,phase1_vs_phase4,0.7151068645874155
260,KMeans,phase1_vs_phase5,0.7251631167089707
260,GaussianMixture,phase1_vs_phase2,9.959399367647816
260,GaussianMixture,phase1_vs_phase3,7.357165272422239
260,GaussianMixture,phase1_vs_phase4,7.864607157144304
260,GaussianMixture,phase1_vs_phase5,4.978478344053796
261,Birch,phase1_vs_phase2,0.48455098119371715
261,Birch,phase1_vs_phase3,0.5299550930595943
261,Birch,phase1_vs_phase4,0.6920892085573181
261,Birch,phase1_vs_phase5,0.4838045028614434
261,KMeans,phase1_vs_phase2,0.45917145595501174
261,KMeans,phase1_vs_phase3,0.4390090977848571
261,KMeans,phase1_vs_phase4,0.5933718119388665
261,KMeans,phase1_vs_phase5,0.4818873542362739
261,GaussianMixture,phase1_vs_phase2,0.4659102091807816
261,GaussianMixture,phase1_vs_phase3,16.01410778921895
261,GaussianMixture,phase1_vs_phase4,0.6007656229373388
261,GaussianMixture,phase1_vs_phase5,0.7379440481036853
263,Birch,phase1_vs_phase2,0.6395287235350744
263,Birch,phase1_vs_phase3,0.4571160142310155
263,Birch,phase1_vs_phase4,0.8526330508778499
263,Birch,phase1_vs_phase5,0.729015080831804
263,KMeans,phase1_vs_phase2,0.6122948853639778
263,KMeans,phase1_vs_phase3,0.7463302716546504
263,KMeans,phase1_vs_phase4,1.0420352314072365
263,KMeans,phase1_vs_phase5,0.7228905782951897
263,GaussianMixture,phase1_vs_phase2,0.6153480926146885
263,GaussianMixture,phase1_vs_phase3,0.7769354161970767
263,GaussianMixture,phase1_vs_phase4,1.346535920117212
263,GaussianMixture,phase1_vs_phase5,0.7484228370000539
264,Birch,phase1_vs_phase2,0.5369557278270554
264,Birch,phase1_vs_phase3,0.5114125699684755
264,Birch,phase1_vs_phase4,0.5574136323614812
264,Birch,phase1_vs_phase5,0.5507576103581714
264,KMeans,phase1_vs_phase2,0.5093472601954396
264,KMeans,phase1_vs_phase3,0.5191818456346289
264,KMeans,phase1_vs_phase4,0.5581914729628273
264,KMeans,phase1_vs_phase5,0.544336295891283
264,GaussianMixture,phase1_vs_phase2,0.8336266588528733
264,GaussianMixture,phase1_vs_phase3,0.8978136880646345
264,GaussianMixture,phase1_vs_phase4,0.5692676841569805
264,GaussianMixture,phase1_vs_phase5,1.2310012707114173
269,Birch,phase1_vs_phase2,0.8855889852025308
269,Birch,phase1_vs_phase3,0.7666019248582271
269,Birch,phase1_vs_phase4,0.6191789398169251
269,Birch,phase1_vs_phase5,0.6756360898290894
269,KMeans,phase1_vs_phase2,1.2572864462916329
269,KMeans,phase1_vs_phase3,0.8279956518265805
269,KMeans,phase1_vs_phase4,0.5354508313858981
269,KMeans,phase1_vs_phase5,0.5162929960102319
269,GaussianMixture,phase1_vs_phase2,1.8910936199866455
269,GaussianMixture,phase1_vs_phase3,0.8283664139200712
269,GaussianMixture,phase1_vs_phase4,0.5354619702252328
269,GaussianMixture,phase1_vs_phase5,0.5162929960102319
278,Birch,phase1_vs_phase2,0.7355914039354453
278,Birch,phase1_vs_phase3,0.7517260385930881
278,Birch,phase1_vs_phase4,1.233794392025965
278,Birch,phase1_vs_phase5,0.7930046750369222
278,KMeans,phase1_vs_phase2,0.8708348882884542
278,KMeans,phase1_vs_phase3,1.0287486255368234
278,KMeans,phase1_vs_phase4,1.0892600091366995
278,KMeans,phase1_vs_phase5,0.961402129734453
278,GaussianMixture,phase1_vs_phase2,0.8673875471725494
278,GaussianMixture,phase1_vs_phase3,1.2143699137394486
278,GaussianMixture,phase1_vs_phase4,1.0239684839594325
278,GaussianMixture,phase1_vs_phase5,1.090720271817776
279,Birch,phase1_vs_phase2,0.91652541708209
279,Birch,phase1_vs_phase3,0.6521538082330723
279,Birch,phase1_vs_phase4,0.7504734055370104
279,Birch,phase1_vs_phase5,0.7629608246128033
279,KMeans,phase1_vs_phase2,0.9385402887471125
279,KMeans,phase1_vs_phase3,0.6673884208082873
279,KMeans,phase1_vs_phase4,0.7377265992969291
279,KMeans,phase1_vs_phase5,0.7598815125157102
279,GaussianMixture,phase1_vs_phase2,2.3667994779047437
279,GaussianMixture,phase1_vs_phase3,8.281670925827472
279,GaussianMixture,phase1_vs_phase4,3.7896285995829357
279,GaussianMixture,phase1_vs_phase5,3.6045133025690386
280,Birch,phase1_vs_phase2,0.8024479213333652
280,Birch,phase1_vs_phase3,0.5211043543090733
280,Birch,phase1_vs_phase4,0.731034134783002
280,Birch,phase1_vs_phase5,0.979423561850091
280,KMeans,phase1_vs_phase2,0.8056880450884123
280,KMeans,phase1_vs_phase3,1.1085447406549747
280,KMeans,phase1_vs_phase4,0.7686497634177509
280,KMeans,phase1_vs_phase5,0.8019312074937066
280,GaussianMixture,phase1_vs_phase2,1.3279390729599425
280,GaussianMixture,phase1_vs_phase3,1.2545136952394418
280,GaussianMixture,phase1_vs_phase4,0.7811013131421864
280,GaussianMixture,phase1_vs_phase5,0.815969159345628
281,Birch,phase1_vs_phase2,0.8027082689748284
281,Birch,phase1_vs_phase3,0.5104022172576541
281,Birch,phase1_vs_phase4,0.5943542561734501
281,Birch,phase1_vs_phase5,0.6448514353803226
281,KMeans,phase1_vs_phase2,0.7341629956041992
281,KMeans,phase1_vs_phase3,0.46489743901323294
281,KMeans,phase1_vs_phase4,0.4176431655268596
281,KMeans,phase1_vs_phase5,0.4748455346543934
281,GaussianMixture,phase1_vs_phase2,1.0255308748854837
281,GaussianMixture,phase1_vs_phase3,0.5026747129193522
281,GaussianMixture,phase1_vs_phase4,0.42558728525477857
281,GaussianMixture,phase1_vs_phase5,0.5583727374368415
282,Birch,phase1_vs_phase2,1.141031495017477
282,Birch,phase1_vs_phase3,0.8061213458297248
282,Birch,phase1_vs_phase4,0.929222415252303
282,Birch,phase1_vs_phase5,0.47925538250008376
282,KMeans,phase1_vs_phase2,1.0506664689012641
282,KMeans,phase1_vs_phase3,1.1430325841461282
282,KMeans,phase1_vs_phase4,1.2030994716181649
282,KMeans,phase1_vs_phase5,1.0926807600268957
282,GaussianMixture,phase1_vs_phase2,1.446445371192697
282,GaussianMixture,phase1_vs_phase3,4.777903552935665
282,GaussianMixture,phase1_vs_phase4,1.5854193965686376
282,GaussianMixture,phase1_vs_phase5,2.704942151453579
283,Birch,phase1_vs_phase2,0.546046079016837
283,Birch,phase1_vs_phase3,0.6302547583170894
283,Birch,phase1_vs_phase4,0.5842160849236924
283,Birch,phase1_vs_phase5,0.613092830265886
283,KMeans,phase1_vs_phase2,0.6335152113693945
283,KMeans,phase1_vs_phase3,0.5007143892066441
283,KMeans,phase1_vs_phase4,0.46101832769743945
283,KMeans,phase1_vs_phase5,0.5764899213791155
283,GaussianMixture,phase1_vs_phase2,3.799224371978748
283,GaussianMixture,phase1_vs_phase3,0.5723430378324141
283,GaussianMixture,phase1_vs_phase4,0.4498277859950194
283,GaussianMixture,phase1_vs_phase5,1.315131228629543
284,Birch,phase1_vs_phase2,1.0433138139579834
284,Birch,phase1_vs_phase3,1.1597316214703188
284,Birch,phase1_vs_phase4,0.9720114183462727
284,Birch,phase1_vs_phase5,1.0655925146896372
284,KMeans,phase1_vs_phase2,0.9833600511313269
284,KMeans,phase1_vs_phase3,1.0375609094688736
284,KMeans,phase1_vs_phase4,1.0047706741320102
284,KMeans,phase1_vs_phase5,1.0089487315956958
284,GaussianMixture,phase1_vs_phase2,1.7508972786163532
284,GaussianMixture,phase1_vs_phase3,2.397101961864822
284,GaussianMixture,phase1_vs_phase4,1.4820256816964106
284,GaussianMixture,phase1_vs_phase5,1.9658935672875943
285,Birch,phase1_vs_phase2,0.7217291346214212
285,Birch,phase1_vs_phase3,0.91947469475265
285,Birch,phase1_vs_phase4,0.6294820667313227
285,Birch,phase1_vs_phase5,0.9149117333411237
285,KMeans,phase1_vs_phase2,1.0071359959430155
285,KMeans,phase1_vs_phase3,0.9371900870622231
285,KMeans,phase1_vs_phase4,1.2253345332337384
285,KMeans,phase1_vs_phase5,0.9918854083886851
285,GaussianMixture,phase1_vs_phase2,2.97590364871502
285,GaussianMixture,phase1_vs_phase3,10.112535689437532
285,GaussianMixture,phase1_vs_phase4,2.0092471980945232
285,GaussianMixture,phase1_vs_phase5,4.5620360348972175
287,Birch,phase1_vs_phase2,0.5993551902903148
287,Birch,phase1_vs_phase3,0.3007244346407793
287,Birch,phase1_vs_phase4,0.24277104739930003
287,Birch,phase1_vs_phase5,0.23424758586542116
287,KMeans,phase1_vs_phase2,0.5971051159170406
287,KMeans,phase1_vs_phase3,0.6207534068713134
287,KMeans,phase1_vs_phase4,0.6361752317356357
287,KMeans,phase1_vs_phase5,0.640094431637984
287,GaussianMixture,phase1_vs_phase2,5.016386596493866
287,GaussianMixture,phase1_vs_phase3,1.6026149134204233
287,GaussianMixture,phase1_vs_phase4,9.994325552187378
287,GaussianMixture,phase1_vs_phase5,3.6985400168880056
288,Birch,phase1_vs_phase2,0.9218621526434155
288,Birch,phase1_vs_phase3,0.7617459200380201
288,Birch,phase1_vs_phase4,0.8011279901231033
288,Birch,phase1_vs_phase5,0.7553101874637259
288,KMeans,phase1_vs_phase2,0.8550951398243494
288,KMeans,phase1_vs_phase3,0.7208132311309202
288,KMeans,phase1_vs_phase4,0.7412512196023677
288,KMeans,phase1_vs_phase5,0.7067696672800633
288,GaussianMixture,phase1_vs_phase2,1.8373445790582756
288,GaussianMixture,phase1_vs_phase3,0.8916399754643496
288,GaussianMixture,phase1_vs_phase4,2.484503409120569
288,GaussianMixture,phase1_vs_phase5,2.733018628859046
289,Birch,phase1_vs_phase2,0.6915353145227916
289,Birch,phase1_vs_phase3,0.6455777304357896
289,Birch,phase1_vs_phase4,0.6088264532922659
289,Birch,phase1_vs_phase5,0.6434574393580826
289,KMeans,phase1_vs_phase2,0.686389168495214
289,KMeans,phase1_vs_phase3,0.6468174171460517
289,KMeans,phase1_vs_phase4,0.6047220744094607
289,KMeans,phase1_vs_phase5,0.6298068767976146
289,GaussianMixture,phase1_vs_phase2,0.7267576373902888
289,GaussianMixture,phase1_vs_phase3,0.7175510737497106
289,GaussianMixture,phase1_vs_phase4,0.6349304859646352
289,GaussianMixture,phase1_vs_phase5,0.7327746499691
292,Birch,phase1_vs_phase2,0.7039504798490622
292,Birch,phase1_vs_phase3,0.5555373207621047
292,Birch,phase1_vs_phase4,0.27872630254234726
292,Birch,phase1_vs_phase5,0.47967549537098775
292,KMeans,phase1_vs_phase2,0.7880040322109552
292,KMeans,phase1_vs_phase3,0.7024302304434986
292,KMeans,phase1_vs_phase4,0.27872630254234726
292,KMeans,phase1_vs_phase5,0.4828120681183117
292,GaussianMixture,phase1_vs_phase2,1.9841958310372585
292,GaussianMixture,phase1_vs_phase3,0.6987444789866473
292,GaussianMixture,phase1_vs_phase4,0.27872630254234726
292,GaussianMixture,phase1_vs_phase5,0.48098106238030713
304,Birch,phase1_vs_phase2,1.080839499415155
304,Birch,phase1_vs_phase3,1.2784262146071976
304,Birch,phase1_vs_phase4,1.217568146022662
304,Birch,phase1_vs_phase5,1.3720130093256406
304,KMeans,phase1_vs_phase2,1.0030739477431074
304,KMeans,phase1_vs_phase3,1.2655639434805204
304,KMeans,phase1_vs_phase4,1.001989871957084
304,KMeans,phase1_vs_phase5,1.1402095089766433
304,GaussianMixture,phase1_vs_phase2,1.004044060127453
304,GaussianMixture,phase1_vs_phase3,3.510249898453274
304,GaussianMixture,phase1_vs_phase4,1.0028568540094562
304,GaussianMixture,phase1_vs_phase5,2.183397584403465
305,Birch,phase1_vs_phase2,0.3992154274002303
305,Birch,phase1_vs_phase3,0.3736813265173646
305,Birch,phase1_vs_phase4,0.8548629079885202
305,Birch,phase1_vs_phase5,0.3950739670486188
305,KMeans,phase1_vs_phase2,0.8890830301698573
305,KMeans,phase1_vs_phase3,0.7834619342430005
305,KMeans,phase1_vs_phase4,0.8482061613972421
305,KMeans,phase1_vs_phase5,0.7827697647107709
305,GaussianMixture,phase1_vs_phase2,4.328428909889708
305,GaussianMixture,phase1_vs_phase3,3.5943004854988083
305,GaussianMixture,phase1_vs_phase4,3.19958279552513
305,GaussianMixture,phase1_vs_phase5,0.8836930937460642
306,Birch,phase1_vs_phase2,0.2317924903391049
306,Birch,phase1_vs_phase3,0.3280401690432541
306,Birch,phase1_vs_phase4,0.494727257296447
306,Birch,phase1_vs_phase5,0.34393971355175046
306,KMeans,phase1_vs_phase2,0.4362678396693618
306,KMeans,phase1_vs_phase3,0.30956514330923834
306,KMeans,phase1_vs_phase4,0.43382135219034446
306,KMeans,phase1_vs_phase5,0.34441157182800375
306,GaussianMixture,phase1_vs_phase2,0.7908246568479176
306,GaussianMixture,phase1_vs_phase3,0.5471700249590646
306,GaussianMixture,phase1_vs_phase4,5.022550130957747
306,GaussianMixture,phase1_vs_phase5,0.6829955977894303
307,Birch,phase1_vs_phase2,0.5065730213933847
307,Birch,phase1_vs_phase3,0.4339625756841119
307,Birch,phase1_vs_phase4,0.3490244923041974
307,Birch,phase1_vs_phase5,0.43561379194307187
307,KMeans,phase1_vs_phase2,0.9292818254556181
307,KMeans,phase1_vs_phase3,0.6718584645412189
307,KMeans,phase1_vs_phase4,0.3838918659881373
307,KMeans,phase1_vs_phase5,0.7461567455789361
307,GaussianMixture,phase1_vs_phase2,3.212949289863428
307,GaussianMixture,phase1_vs_phase3,3.035022453573763
307,GaussianMixture,phase1_vs_phase4,2.9791760484444625
307,GaussianMixture,phase1_vs_phase5,2.4566001748111552
308,Birch,phase1_vs_phase2,0.3295110341628034
308,Birch,phase1_vs_phase3,0.5735385856400852
308,Birch,phase1_vs_phase4,0.3058530684153636
308,Birch,phase1_vs_phase5,0.30045270967564125
308,KMeans,phase1_vs_phase2,0.6592235725377125
308,KMeans,phase1_vs_phase3,0.6499324948621845
308,KMeans,phase1_vs_phase4,0.7061211409735552
308,KMeans,phase1_vs_phase5,0.6587991286015517
308,GaussianMixture,phase1_vs_phase2,7.172903935414843
308,GaussianMixture,phase1_vs_phase3,3.1174535120404077
308,GaussianMixture,phase1_vs_phase4,3.0628921692568913
308,GaussianMixture,phase1_vs_phase5,2.581145511231693
309,Birch,phase1_vs_phase2,1.2569210080959394
