Subject,Phase_vs_phase,model,DaviesBouldin
309,Birch,phase1_vs_phase3,0.9745433346697847
309,Birch,phase1_vs_phase4,0.7958770804510917
309,Birch,phase1_vs_phase5,0.842694141590887
309,KMeans,phase1_vs_phase2,1.1561994063847316
309,KMeans,phase1_vs_phase3,0.7934429678070261
309,KMeans,phase1_vs_phase4,0.7956506909571277
309,KMeans,phase1_vs_phase5,0.8441499041579049
309,GaussianMixture,phase1_vs_phase2,3.9750564408011333
309,GaussianMixture,phase1_vs_phase3,5.686105318405953
309,GaussianMixture,phase1_vs_phase4,0.7969148457294354
309,GaussianMixture,phase1_vs_phase5,0.8450670142928546
310,Birch,phase1_vs_phase2,0.38553015624474996
310,Birch,phase1_vs_phase3,0.6025046688844062
310,Birch,phase1_vs_phase4,0.3970392353910952
310,Birch,phase1_vs_phase5,0.6606039324161092
310,KMeans,phase1_vs_phase2,1.0142046085009446
310,KMeans,phase1_vs_phase3,1.1895293180959676
310,KMeans,phase1_vs_phase4,1.2258292076171358
310,KMeans,phase1_vs_phase5,1.2428986690603818
310,GaussianMixture,phase1_vs_phase2,2.598599291782584
310,GaussianMixture,phase1_vs_phase3,2.484869141088197
310,GaussianMixture,phase1_vs_phase4,1.6897783861083175
310,GaussianMixture,phase1_vs_phase5,1.4387402173328363
311,Birch,phase1_vs_phase2,0.8035718013812685
311,Birch,phase1_vs_phase3,0.5890317224491267
311,Birch,phase1_vs_phase4,0.6410270319687362
311,Birch,phase1_vs_phase5,0.25198289111857725
311,KMeans,phase1_vs_phase2,0.8290396001828992
311,KMeans,phase1_vs_phase3,0.8539785111708849
311,KMeans,phase1_vs_phase4,0.7760866964077371
311,KMeans,phase1_vs_phase5,0.4022794274963758
311,GaussianMixture,phase1_vs_phase2,2.567216171407388
311,GaussianMixture,phase1_vs_phase3,2.9414119082646515
311,GaussianMixture,phase1_vs_phase4,5.233856452713942
311,GaussianMixture,phase1_vs_phase5,3.8787302531110694
312,Birch,phase1_vs_phase2,0.8549861771597258
312,Birch,phase1_vs_phase3,0.8840548510507772
312,Birch,phase1_vs_phase4,0.9752765064788318
312,Birch,phase1_vs_phase5,0.6296152311693567
312,KMeans,phase1_vs_phase2,0.961060514168614
312,KMeans,phase1_vs_phase3,0.8656270417641672
312,KMeans,phase1_vs_phase4,0.9574076229840404
312,KMeans,phase1_vs_phase5,0.6223804811114417
312,GaussianMixture,phase1_vs_phase2,2.882653775207265
312,GaussianMixture,phase1_vs_phase3,4.670193024853424
312,GaussianMixture,phase1_vs_phase4,5.158399190022853
312,GaussianMixture,phase1_vs_phase5,11.779058834344715
313,Birch,phase1_vs_phase2,0.47591582708581176
313,Birch,phase1_vs_phase3,0.46621371571526216
313,Birch,phase1_vs_phase4,0.41691480132334485
313,Birch,phase1_vs_phase5,0.7788474302923583
313,KMeans,phase1_vs_phase2,0.500594094585833
313,KMeans,phase1_vs_phase3,0.4723114543892888
313,KMeans,phase1_vs_phase4,0.4174004841808511
313,KMeans,phase1_vs_phase5,0.6686637428068417
313,GaussianMixture,phase1_vs_phase2,0.5030514967156288
313,GaussianMixture,phase1_vs_phase3,0.48429660025941834
313,GaussianMixture,phase1_vs_phase4,0.41771185604377353
313,GaussianMixture,phase1_vs_phase5,0.8006780159097175
314,Birch,phase1_vs_phase2,0.7804540544809625
314,Birch,phase1_vs_phase3,0.5739037028879475
314,Birch,phase1_vs_phase4,0.687940458332379
314,Birch,phase1_vs_phase5,0.5564639108168691
314,KMeans,phase1_vs_phase2,0.7984933762050658
314,KMeans,phase1_vs_phase3,0.5680980934289829
314,KMeans,phase1_vs_phase4,0.7171886732932484
314,KMeans,phase1_vs_phase5,0.5545515680559431
314,GaussianMixture,phase1_vs_phase2,2.246341134834616
314,GaussianMixture,phase1_vs_phase3,9.99812430589987
314,GaussianMixture,phase1_vs_phase4,2.789949017778565
314,GaussianMixture,phase1_vs_phase5,31.304335537792635
315,Birch,phase1_vs_phase2,0.3808522088762179
315,Birch,phase1_vs_phase3,0.5682243509983246
315,Birch,phase1_vs_phase4,0.4311256385139443
315,Birch,phase1_vs_phase5,0.6109353732150197
315,KMeans,phase1_vs_phase2,0.6780355402647084
315,KMeans,phase1_vs_phase3,0.6089365408420067
315,KMeans,phase1_vs_phase4,0.6730269495114581
315,KMeans,phase1_vs_phase5,0.6525182511091671
315,GaussianMixture,phase1_vs_phase2,6.656821864843269
315,GaussianMixture,phase1_vs_phase3,6.228098363607883
315,GaussianMixture,phase1_vs_phase4,10.110157871296192
315,GaussianMixture,phase1_vs_phase5,11.670163141390253
316,Birch,phase1_vs_phase2,0.8624202858816671
316,Birch,phase1_vs_phase3,0.6915830462985288
316,Birch,phase1_vs_phase4,0.658105523717928
316,Birch,phase1_vs_phase5,0.6775702756483752
316,KMeans,phase1_vs_phase2,0.7724728697019767
316,KMeans,phase1_vs_phase3,0.6826992493988182
316,KMeans,phase1_vs_phase4,0.6737702065120295
316,KMeans,phase1_vs_phase5,0.6776927700353266
316,GaussianMixture,phase1_vs_phase2,1.0568388975483223
316,GaussianMixture,phase1_vs_phase3,0.6793959882715926
316,GaussianMixture,phase1_vs_phase4,1.0987075925930825
316,GaussianMixture,phase1_vs_phase5,1.925072634187381
317,Birch,phase1_vs_phase2,0.8898581320320269
317,Birch,phase1_vs_phase3,0.5159504689744515
317,Birch,phase1_vs_phase4,0.8916912730474708
317,Birch,phase1_vs_phase5,0.5455713134695301
317,KMeans,phase1_vs_phase2,0.8828886893154637
317,KMeans,phase1_vs_phase3,0.6096017835421899
317,KMeans,phase1_vs_phase4,0.7971743092802173
317,KMeans,phase1_vs_phase5,0.6793374884168017
317,GaussianMixture,phase1_vs_phase2,1.8167701873362911
317,GaussianMixture,phase1_vs_phase3,4.3270108235663685
317,GaussianMixture,phase1_vs_phase4,2.4781101188642425
317,GaussianMixture,phase1_vs_phase5,7.5075283997175095
318,Birch,phase1_vs_phase2,0.8332457553801682
318,Birch,phase1_vs_phase3,0.6911550885015505
318,Birch,phase1_vs_phase4,0.770949271927639
318,Birch,phase1_vs_phase5,0.6665665144682199
318,KMeans,phase1_vs_phase2,0.9305052336773338
318,KMeans,phase1_vs_phase3,0.7097282763588586
318,KMeans,phase1_vs_phase4,0.7754200842937902
318,KMeans,phase1_vs_phase5,0.6538340552932369
318,GaussianMixture,phase1_vs_phase2,2.073827225835141
318,GaussianMixture,phase1_vs_phase3,8.16427497882753
318,GaussianMixture,phase1_vs_phase4,3.162687312629892
318,GaussianMixture,phase1_vs_phase5,4.789930438862899
413,Birch,phase1_vs_phase2,0.8548919708851334
413,Birch,phase1_vs_phase3,0.9077664028742118
413,Birch,phase1_vs_phase4,0.9464886033826895
413,Birch,phase1_vs_phase5,0.9318672536775571
413,KMeans,phase1_vs_phase2,0.8507317557961109
413,KMeans,phase1_vs_phase3,0.9066072906234804
413,KMeans,phase1_vs_phase4,0.9492231889968722
413,KMeans,phase1_vs_phase5,0.9462097160339573
413,GaussianMixture,phase1_vs_phase2,3.663312757362419
413,GaussianMixture,phase1_vs_phase3,2.116080800629419
413,GaussianMixture,phase1_vs_phase4,3.9720039875036632
413,GaussianMixture,phase1_vs_phase5,3.061082672045053
414,Birch,phase1_vs_phase2,0.853716436978274
414,Birch,phase1_vs_phase3,0.7202436944119658
414,Birch,phase1_vs_phase4,0.7092950087286403
414,Birch,phase1_vs_phase5,0.7277964042212174
414,KMeans,phase1_vs_phase2,0.8906580759705904
414,KMeans,phase1_vs_phase3,0.766173492829061
414,KMeans,phase1_vs_phase4,0.763242458633904
414,KMeans,phase1_vs_phase5,0.749679618878286
414,GaussianMixture,phase1_vs_phase2,1.8293969920605515
414,GaussianMixture,phase1_vs_phase3,5.867160285905061
414,GaussianMixture,phase1_vs_phase4,2.830710201607312
414,GaussianMixture,phase1_vs_phase5,3.351964545647386
415,Birch,phase1_vs_phase2,0.9313931104652546
415,Birch,phase1_vs_phase3,0.6968485428071738
415,Birch,phase1_vs_phase4,0.8671221216955357
415,Birch,phase1_vs_phase5,0.7084428690328486
415,KMeans,phase1_vs_phase2,0.9847621839508941
415,KMeans,phase1_vs_phase3,0.6851662043662465
415,KMeans,phase1_vs_phase4,0.8488959197296634
415,KMeans,phase1_vs_phase5,0.6943169355544253
415,GaussianMixture,phase1_vs_phase2,1.1600728903517288
415,GaussianMixture,phase1_vs_phase3,0.702737722713195
415,GaussianMixture,phase1_vs_phase4,0.9145792456191748
415,GaussianMixture,phase1_vs_phase5,0.6986720544007026
416,Birch,phase1_vs_phase2,0.6798088203048783
416,Birch,phase1_vs_phase3,0.7535591265058874
416,Birch,phase1_vs_phase4,0.5842984625910622
416,Birch,phase1_vs_phase5,0.6032287105768823
416,KMeans,phase1_vs_phase2,1.038868520623166
416,KMeans,phase1_vs_phase3,0.8916077491203439
416,KMeans,phase1_vs_phase4,0.8891129885456298
416,KMeans,phase1_vs_phase5,0.6032332131465019
416,GaussianMixture,phase1_vs_phase2,1.037431264454947
416,GaussianMixture,phase1_vs_phase3,1.0984430356586823
416,GaussianMixture,phase1_vs_phase4,1.002615564023161
416,GaussianMixture,phase1_vs_phase5,0.6051358744615734
423,Birch,phase1_vs_phase2,0.22666890067773482
423,Birch,phase1_vs_phase3,0.6167189595388494
423,Birch,phase1_vs_phase4,0.6110726325066815
423,Birch,phase1_vs_phase5,0.6251148457329782
423,KMeans,phase1_vs_phase2,0.5422236928908277
423,KMeans,phase1_vs_phase3,0.8036717824503483
423,KMeans,phase1_vs_phase4,0.9187470502628534
423,KMeans,phase1_vs_phase5,0.958268867294003
423,GaussianMixture,phase1_vs_phase2,8.022551270091009
423,GaussianMixture,phase1_vs_phase3,4.686731404208826
423,GaussianMixture,phase1_vs_phase4,0.9435109751749855
423,GaussianMixture,phase1_vs_phase5,0.9827104588901636
424,Birch,phase1_vs_phase2,0.6726572720460127
424,Birch,phase1_vs_phase3,0.7091731427987232
424,Birch,phase1_vs_phase4,0.8542949027369967
424,Birch,phase1_vs_phase5,0.6315426260188179
424,KMeans,phase1_vs_phase2,0.7894611486129696
424,KMeans,phase1_vs_phase3,1.0596247484669965
424,KMeans,phase1_vs_phase4,0.8760625938728236
424,KMeans,phase1_vs_phase5,0.7237131967977453
424,GaussianMixture,phase1_vs_phase2,5.7649884857621165
424,GaussianMixture,phase1_vs_phase3,2.042310186108398
424,GaussianMixture,phase1_vs_phase4,2.4889365015484852
424,GaussianMixture,phase1_vs_phase5,3.3713450985297944
425,Birch,phase1_vs_phase2,0.9465032162590601
425,Birch,phase1_vs_phase3,0.6303097571159776
425,Birch,phase1_vs_phase4,0.7658089621757013
425,Birch,phase1_vs_phase5,0.6174678062597393
425,KMeans,phase1_vs_phase2,0.9678869969650113
425,KMeans,phase1_vs_phase3,0.6282058084894134
425,KMeans,phase1_vs_phase4,0.7768544507192926
425,KMeans,phase1_vs_phase5,0.7344124075504598
425,GaussianMixture,phase1_vs_phase2,1.500023336856622
425,GaussianMixture,phase1_vs_phase3,3.286871614482147
425,GaussianMixture,phase1_vs_phase4,2.5499374687211223
425,GaussianMixture,phase1_vs_phase5,3.2094459899038625
437,Birch,phase1_vs_phase2,0.8842976595448083
437,Birch,phase1_vs_phase3,0.6164855790610231
437,Birch,phase1_vs_phase4,0.5107435772557938
437,Birch,phase1_vs_phase5,0.7528343978249605
437,KMeans,phase1_vs_phase2,0.6554109673308618
437,KMeans,phase1_vs_phase3,0.5283921143324736
437,KMeans,phase1_vs_phase4,0.5446048522462789
437,KMeans,phase1_vs_phase5,0.5750593495811235
437,GaussianMixture,phase1_vs_phase2,2.163293011840417
437,GaussianMixture,phase1_vs_phase3,7.15585348971101
437,GaussianMixture,phase1_vs_phase4,6.404838754949973
437,GaussianMixture,phase1_vs_phase5,0.5917329192062202
439,Birch,phase1_vs_phase2,0.30549869159493437
439,Birch,phase1_vs_phase3,0.08163584315735499
439,Birch,phase1_vs_phase4,0.07796353844997908
439,Birch,phase1_vs_phase5,0.07768902065773045
439,KMeans,phase1_vs_phase2,0.2794081107620229
439,KMeans,phase1_vs_phase3,0.08163584315735499
439,KMeans,phase1_vs_phase4,0.07796353844997908
439,KMeans,phase1_vs_phase5,0.07768902065773045
439,GaussianMixture,phase1_vs_phase2,0.2552293066746946
439,GaussianMixture,phase1_vs_phase3,0.08163584315735499
439,GaussianMixture,phase1_vs_phase4,0.07796353844997908
439,GaussianMixture,phase1_vs_phase5,0.07768902065773045
440,Birch,phase1_vs_phase2,1.0347309175216164
440,Birch,phase1_vs_phase3,0.9576582551562263
440,Birch,phase1_vs_phase4,0.5733129543235245
440,Birch,phase1_vs_phase5,0.9050323594159877
440,KMeans,phase1_vs_phase2,1.041285428914156
440,KMeans,phase1_vs_phase3,1.174333604561606
440,KMeans,phase1_vs_phase4,1.1115367939800254
440,KMeans,phase1_vs_phase5,1.129439642247194
440,GaussianMixture,phase1_vs_phase2,1.7231562878310704
440,GaussianMixture,phase1_vs_phase3,1.7154505950531775
440,GaussianMixture,phase1_vs_phase4,1.39288577488554
440,GaussianMixture,phase1_vs_phase5,1.8865367093687408
441,Birch,phase1_vs_phase2,0.3837267785944809
441,Birch,phase1_vs_phase3,0.32209643940225835
441,Birch,phase1_vs_phase4,0.2242537158428376
441,Birch,phase1_vs_phase5,0.3105891239351171
441,KMeans,phase1_vs_phase2,0.8229433180584532
441,KMeans,phase1_vs_phase3,0.32209643940225835
441,KMeans,phase1_vs_phase4,0.2242537158428376
441,KMeans,phase1_vs_phase5,0.3105891239351171
441,GaussianMixture,phase1_vs_phase2,1.079843371721717
441,GaussianMixture,phase1_vs_phase3,0.32209643940225835
441,GaussianMixture,phase1_vs_phase4,0.2242537158428376
441,GaussianMixture,phase1_vs_phase5,0.3105891239351171
442,Birch,phase1_vs_phase2,0.7824501766536281
442,Birch,phase1_vs_phase3,0.8554202880165979
442,Birch,phase1_vs_phase4,0.9641073786397054
442,Birch,phase1_vs_phase5,0.75400847571533
442,KMeans,phase1_vs_phase2,0.7803162521935144
442,KMeans,phase1_vs_phase3,0.8160305067336229
442,KMeans,phase1_vs_phase4,0.9068212205933343
442,KMeans,phase1_vs_phase5,0.7580502713470398
442,GaussianMixture,phase1_vs_phase2,2.7134049088486663
442,GaussianMixture,phase1_vs_phase3,2.4519083861508366
442,GaussianMixture,phase1_vs_phase4,2.417616774973155
442,GaussianMixture,phase1_vs_phase5,3.4418119132204277
