Subject,Phase_vs_phase,model,AUC,F1,AdjustedMutualInformation,CalinskiHarabasz,Silhouette_Euclidean,Silhouette_Manhalanobis,DaviesBouldin
308,Birch,phase1_vs_phase3,0.509358745,0.654356167,0.002557442,30676.35693,0.635526032,,0.573538586
308,Birch,phase1_vs_phase4,0.514501953,0.056372782,0.026289437,28699.03486,0.795494722,,0.305853068
308,Birch,phase1_vs_phase5,0.514029491,0.054586328,0.025489883,28484.33461,0.788012631,,0.30045271
308,KMeans,phase1_vs_phase2,0.554986654,0.316877153,0.010780792,67205.13521,0.543274903,,0.659223573
308,KMeans,phase1_vs_phase3,0.561624059,0.343654317,0.012406928,80655.80849,0.540877498,,0.649932495
308,KMeans,phase1_vs_phase4,0.584463341,0.654229947,0.02582073,54262.0694,0.515396328,,0.706121141
308,KMeans,phase1_vs_phase5,0.541646048,0.365953695,0.005661973,70139.27077,0.539978849,,0.658799129
308,GaussianMixture,phase1_vs_phase2,0.772964021,0.712408458,0.334515787,625.5714871,0.153639742,0.242143661,7.172903935
308,GaussianMixture,phase1_vs_phase3,0.958486906,0.957065556,0.77271258,3565.288889,0.044074587,0.183381515,3.117453512
308,GaussianMixture,phase1_vs_phase4,0.519677734,0.075730527,0.03485988,27030.48327,0.753333742,0.2034546,3.062892169
308,GaussianMixture,phase1_vs_phase5,0.625837332,0.652088204,0.047454851,4972.384475,0.074725969,0.147942713,2.581145511
309,Birch,phase1_vs_phase2,0.548464663,0.265928584,0.010157324,20157.84256,0.247307559,,1.256921008
309,Birch,phase1_vs_phase3,0.619344834,0.178219541,0.061856398,36756.23071,0.35267474,,0.974543335
309,Birch,phase1_vs_phase4,0.849167742,0.870797664,0.510377244,76957.24405,0.548751935,,0.79587708
309,Birch,phase1_vs_phase5,0.849167742,0.870801327,0.510380722,69488.54432,0.514114004,,0.842694142
309,KMeans,phase1_vs_phase2,0.55891468,0.617113965,0.011299837,34988.86844,0.329644495,,1.156199406
309,KMeans,phase1_vs_phase3,0.513521419,0.482681681,0.000527205,76528.09395,0.48241136,,0.793442968
309,KMeans,phase1_vs_phase4,0.877626929,3.74E-05,0.568802662,79444.33621,0.548727599,,0.795650691
309,KMeans,phase1_vs_phase5,0.878602866,0,0.57117586,71987.69136,0.514049705,,0.844149904
309,GaussianMixture,phase1_vs_phase2,0.971891276,0.971078325,0.841632223,2979.666231,0.108357854,0.22088756,3.975056441
309,GaussianMixture,phase1_vs_phase3,0.750857815,0.785318441,0.222796618,1435.740108,0.023329167,0.188052391,5.686105318
309,GaussianMixture,phase1_vs_phase4,0.859856382,0,0.531610144,78264.92822,0.550598806,0.214761166,0.796914846
309,GaussianMixture,phase1_vs_phase5,0.868758066,0.885663217,0.550006883,71136.58647,0.513893325,0.21326437,0.845067014
310,Birch,phase1_vs_phase2,0.510175717,0,0.019005962,13689.01191,0.727432173,,0.385530156
310,Birch,phase1_vs_phase3,0.515205665,0.677099405,0.027710489,17660.6511,0.719426235,,0.602504669
310,Birch,phase1_vs_phase4,0.509927529,0,0.01856655,11930.73291,0.709479796,,0.397039235
310,Birch,phase1_vs_phase5,0.511379892,0.674147138,0.010926637,18814.31655,0.709776405,,0.660603932
310,KMeans,phase1_vs_phase2,0.556538511,0.467312491,0.010902502,39420.9779,0.375607728,,1.014204609
310,KMeans,phase1_vs_phase3,0.816710255,0.808630683,0.317875243,26657.64216,0.329852086,,1.189529318
310,KMeans,phase1_vs_phase4,0.582325894,0.508518953,0.022452105,29155.86075,0.320586011,,1.225829208
310,KMeans,phase1_vs_phase5,0.518604329,0.354751389,0.001244877,24463.82517,0.318257232,,1.242898669
310,GaussianMixture,phase1_vs_phase2,0.999983724,0.999983724,0.999731884,5893.893139,0.145190002,0.232259286,2.598599292
310,GaussianMixture,phase1_vs_phase3,0.808447266,0.763060941,0.433149763,23798.20609,0.344313465,0.094238487,2.484869141
310,GaussianMixture,phase1_vs_phase4,1,0,1,14222.52451,0.252109706,0.253828268,1.689778386
310,GaussianMixture,phase1_vs_phase5,1,0,1,6321.940254,0.139146133,0.243068416,1.438740217
311,Birch,phase1_vs_phase2,0.53396483,0.282274365,0.005027148,50626.7446,0.413844973,,0.803571801
311,Birch,phase1_vs_phase3,0.532585406,0.150897637,0.026723493,32462.0413,0.635949993,,0.589031722
311,Birch,phase1_vs_phase4,0.506819661,0.664204296,0.012870791,8230.456334,0.731460982,,0.641027032
311,Birch,phase1_vs_phase5,0.504394388,0.017424414,0.00841597,32930.16688,0.896329358,,0.251982891
311,KMeans,phase1_vs_phase2,0.589476121,0.562139486,0.023780337,66397.28894,0.429941119,,0.8290396
311,KMeans,phase1_vs_phase3,0.556380192,0.456100251,0.011249032,46531.28103,0.431430461,,0.853978511
311,KMeans,phase1_vs_phase4,0.531928879,0.387709708,0.003242505,62621.58741,0.463148413,,0.776086696
311,KMeans,phase1_vs_phase5,0.506591582,0.02602326,0.012456881,33997.1178,0.87536386,,0.402279427
311,GaussianMixture,phase1_vs_phase2,0.981117286,0.981724491,0.8795061,5895.88096,0.147071953,0.177593843,2.567216171
311,GaussianMixture,phase1_vs_phase3,1,1,1,3710.70898,0.087727884,0.235180038,2.941411908
311,GaussianMixture,phase1_vs_phase4,1,1,1,1316.399428,0.061755517,0.221871778,5.233856453
311,GaussianMixture,phase1_vs_phase5,0.520809053,0.633673718,0.005238439,1655.751734,0.460334806,0.351547043,3.878730253
312,Birch,phase1_vs_phase2,0.596084065,0.105588235,0.061597071,32905.26873,0.378159995,,0.854986177
312,Birch,phase1_vs_phase3,0.512669608,0.473736373,0.000466598,59909.68759,0.429978483,,0.884054851
312,Birch,phase1_vs_phase4,0.608610117,0.206970052,0.048518839,41014.03947,0.362499322,,0.975276506
312,Birch,phase1_vs_phase5,0.503272472,0.448189263,2.07E-05,100757.6805,0.511900225,,0.629615231
312,KMeans,phase1_vs_phase2,0.536498678,0.561024173,0.003889769,52645.36995,0.382669991,,0.961060514
312,KMeans,phase1_vs_phase3,0.515724432,0.494221049,0.000702607,63984.21928,0.446119028,,0.865627042
312,KMeans,phase1_vs_phase4,0.520525299,0.480775212,0.00120406,53814.93639,0.384050303,,0.957407623
312,KMeans,phase1_vs_phase5,0.528096821,0.480462443,0.002268979,122504.8164,0.546734074,,0.622380481
312,GaussianMixture,phase1_vs_phase2,0.807935675,4.05E-05,0.435503061,5231.134862,0.183548337,0.163240255,2.882653775
312,GaussianMixture,phase1_vs_phase3,0.678261697,0.32022629,0.093740494,2266.428835,0.077968553,0.152533354,4.670193025
312,GaussianMixture,phase1_vs_phase4,0.788655599,0.351306747,0.400703764,1061.124552,-0.026851578,0.1782079,5.15839919
312,GaussianMixture,phase1_vs_phase5,0.642031264,0.606161052,0.06211817,328.0801522,0.020172195,0.188755602,11.77905883
313,Birch,phase1_vs_phase2,0.813594096,0,0.445389685,120150.7089,0.622065317,,0.475915827
313,Birch,phase1_vs_phase3,0.813643734,0,0.445475059,136384.5278,0.632615562,,0.466213716
313,Birch,phase1_vs_phase4,0.813643734,0,0.445475059,186586.0855,0.677560435,,0.416914801
313,Birch,phase1_vs_phase5,0.572307265,0.646468498,0.01925654,72098.1936,0.514576844,,0.77884743
313,KMeans,phase1_vs_phase2,0.794822338,0.046909069,0.33890975,123676.0582,0.619489302,,0.500594095
313,KMeans,phase1_vs_phase3,0.817929117,0,0.452896655,136754.0636,0.630876549,,0.472311454
313,KMeans,phase1_vs_phase4,0.814272478,0,0.446557621,186928.9891,0.677676755,,0.417400484
313,KMeans,phase1_vs_phase5,0.610632851,0.688622754,0.051405506,80974.94488,0.547602355,,0.668663743
313,GaussianMixture,phase1_vs_phase2,0.781594361,0,0.392898181,89599.48266,0.568544929,0.180344062,0.503051497
313,GaussianMixture,phase1_vs_phase3,0.790512591,0.829138608,0.407048546,108319.4932,0.592981658,0.200030791,0.4842966
313,GaussianMixture,phase1_vs_phase4,0.810715113,0.843029638,0.440460664,181817.0538,0.673923288,0.23486805,0.417711856
313,GaussianMixture,phase1_vs_phase5,0.531233445,0.596650196,0.003217409,74791.39543,0.508857342,0.233305802,0.800678016
314,Birch,phase1_vs_phase2,0.554852056,0.625902864,0.010539257,66701.28048,0.450303804,,0.780454054
314,Birch,phase1_vs_phase3,0.533673839,0.538928374,0.003263242,144156.9245,0.573163529,,0.573903703
314,Birch,phase1_vs_phase4,0.62372954,0.154807543,0.07096873,58462.62212,0.443970047,,0.687940458
314,Birch,phase1_vs_phase5,0.52335859,0.519125412,0.001564427,146668.2732,0.583828629,,0.556463911
314,KMeans,phase1_vs_phase2,0.563805401,0.594014284,0.012078642,75439.86772,0.460774847,,0.798493376
314,KMeans,phase1_vs_phase3,0.514651622,0.488793258,0.000607662,147815.3258,0.580080178,,0.568098093
314,KMeans,phase1_vs_phase4,0.530763798,0.457270333,0.002730391,95227.73785,0.49846343,,0.717188673
314,KMeans,phase1_vs_phase5,0.515640959,0.482401963,0.000694364,149267.0309,0.587932004,,0.554551568
314,GaussianMixture,phase1_vs_phase2,0.916292318,0.155655095,0.65892886,7249.906227,0.160452488,0.200383826,2.246341135
314,GaussianMixture,phase1_vs_phase3,0.622901751,0.327570036,0.045513511,443.7424369,0.006802066,0.175898637,9.998124306
314,GaussianMixture,phase1_vs_phase4,0.858995996,0.878191018,0.529867626,5345.675748,0.185553189,0.191552181,2.789949018
314,GaussianMixture,phase1_vs_phase5,0.795941754,0.831044351,0.3812816,39.587349,-0.008979204,0.187272243,31.30433554
315,Birch,phase1_vs_phase2,0.501902001,0.049701789,0.000170116,28183.62248,0.72594484,,0.380852209
315,Birch,phase1_vs_phase3,0.552614023,0.454860696,0.009677649,87788.51268,0.545048072,,0.568224351
315,Birch,phase1_vs_phase4,0.50087715,0.045758755,2.21E-05,19579.98313,0.66782944,,0.431125639
315,Birch,phase1_vs_phase5,0.558127104,0.467683456,0.011584673,87136.94663,0.536464099,,0.610935373
315,KMeans,phase1_vs_phase2,0.523400605,0.606477579,0.002002379,64080.69201,0.528408614,,0.67803554
315,KMeans,phase1_vs_phase3,0.52017853,0.485708764,0.00119539,98112.05688,0.542879592,,0.608936541
315,KMeans,phase1_vs_phase4,0.512967392,0.434346123,0.000530863,73998.77264,0.5149143,,0.67302695
315,KMeans,phase1_vs_phase5,0.515601089,0.473375733,0.000717669,90858.64299,0.516777247,,0.652518251
315,GaussianMixture,phase1_vs_phase2,0.999983724,3.28E-05,0.999731884,693.3433455,0.052445994,0.234879559,6.656821865
315,GaussianMixture,phase1_vs_phase3,0.830338542,0.292140185,0.471464366,945.0987527,0.065898046,0.233069107,6.228098364
315,GaussianMixture,phase1_vs_phase4,0.973703005,0.973604244,0.826426536,327.3459862,0.022414923,0.208696007,10.11015787
315,GaussianMixture,phase1_vs_phase5,0.821131908,0.30437144,0.446745917,310.3152414,0.196224123,0.233501919,11.67016314
316,Birch,phase1_vs_phase2,0.884130859,0.868945712,0.580034298,42342.3939,0.481459527,,0.862420286
316,Birch,phase1_vs_phase3,0.509171717,0.394566296,0.000269164,93371.95477,0.524151163,,0.691583046
316,Birch,phase1_vs_phase4,0.674161951,0,0.242153922,34381.17719,0.455907687,,0.658105524
316,Birch,phase1_vs_phase5,0.500832352,0.413546414,-9.97E-06,99418.79302,0.533214331,,0.677570276
316,KMeans,phase1_vs_phase2,0.749680136,0.788387763,0.232982141,56601.3169,0.48952522,,0.77247287
316,KMeans,phase1_vs_phase3,0.508709035,0.529695902,0.00021403,117585.3959,0.562767685,,0.682699249
316,KMeans,phase1_vs_phase4,0.779949243,0.016639485,0.353692706,62652.39649,0.528611011,,0.673770207
316,KMeans,phase1_vs_phase5,0.514176517,0.52248871,0.000584545,119496.1381,0.561079449,,0.67769277
316,GaussianMixture,phase1_vs_phase2,0.944238281,0.106455372,0.740752082,35058.77864,0.435276615,0.216714888,1.056838898
316,GaussianMixture,phase1_vs_phase3,0.502064343,0.546933648,9.12E-07,115561.4015,0.561257492,0.187035482,0.679395988
316,GaussianMixture,phase1_vs_phase4,1,0,1,34580.1377,0.47771318,0.249329978,1.098707593
316,GaussianMixture,phase1_vs_phase5,1,0,1,13409.51657,0.27502808,0.247597813,1.925072634
317,Birch,phase1_vs_phase2,0.507887635,0.557085485,0.000188356,61531.03522,0.426532347,,0.889858132
317,Birch,phase1_vs_phase3,0.520666785,0.213112122,0.004244244,39943.99437,0.464489963,,0.515950469
317,Birch,phase1_vs_phase4,0.551220361,0.489533671,0.008248331,53837.55224,0.37390486,,0.891691273
317,Birch,phase1_vs_phase5,0.507065876,0.124197725,0.000693262,31265.69627,0.48579955,,0.545571313
317,KMeans,phase1_vs_phase2,0.554670384,0.476995741,0.008778655,66594.8767,0.436242582,,0.882888689
317,KMeans,phase1_vs_phase3,0.54820058,0.499174348,0.007005447,127839.8877,0.563666508,,0.609601784
317,KMeans,phase1_vs_phase4,0.51479033,0.53759948,0.000661022,73866.4878,0.462122807,,0.797174309
317,KMeans,phase1_vs_phase5,0.513111107,0.454788893,0.000518241,97892.27775,0.522850387,,0.679337488
317,GaussianMixture,phase1_vs_phase2,0.999983724,0.999983724,0.999731884,13268.52123,0.247863525,0.236845151,1.816770187
317,GaussianMixture,phase1_vs_phase3,0.801912704,0.836920394,0.42565787,1767.401651,0.015581917,0.209128816,4.327010824
317,GaussianMixture,phase1_vs_phase4,0.934436163,0.094512486,0.660265314,6817.162047,0.161252025,0.214305857,2.478110119
317,GaussianMixture,phase1_vs_phase5,0.992220305,0.992159307,0.941663181,764.5970968,0.03002437,0.213654124,7.5075284
318,Birch,phase1_vs_phase2,0.605923208,0.206872926,0.04664115,44927.83802,0.424630258,,0.833245755
318,Birch,phase1_vs_phase3,0.517861572,0.458789138,0.00097491,65863.8076,0.474018096,,0.691155089
318,Birch,phase1_vs_phase4,0.510857737,0.26763432,0.000613403,42830.78407,0.443432855,,0.770949272
318,Birch,phase1_vs_phase5,0.568535559,0.120961228,0.035062077,31653.54317,0.463396912,,0.666566514
318,KMeans,phase1_vs_phase2,0.578623915,0.591575296,0.017969574,47867.62641,0.380650977,,0.930505234
318,KMeans,phase1_vs_phase3,0.513863201,0.54766418,0.000557499,73147.06886,0.485390729,,0.709728276
318,KMeans,phase1_vs_phase4,0.549723304,0.605670326,0.007908453,58109.17899,0.453188199,,0.775420084
318,KMeans,phase1_vs_phase5,0.567962291,0.685426241,0.036104996,55630.08145,0.584329052,,0.653834055
318,GaussianMixture,phase1_vs_phase2,0.999983724,0.999983724,0.999731884,7440.869769,0.23491822,0.224852862,2.073827226
318,GaussianMixture,phase1_vs_phase3,0.545966313,0.300818968,0.008175604,556.504547,0.144073355,0.193529186,8.164274979
318,GaussianMixture,phase1_vs_phase4,0.999983724,3.28E-05,0.999731884,3231.03031,0.145829387,0.246842763,3.162687313
318,GaussianMixture,phase1_vs_phase5,1,0,1,1295.689516,0.08414815,0.230844446,4.789930439
413,Birch,phase1_vs_phase2,0.566736229,0.550239153,0.012993078,68963.36953,0.42513951,,0.854891971
413,Birch,phase1_vs_phase3,0.591602894,0.582858675,0.024420741,60912.91374,0.40312645,,0.907766403
413,Birch,phase1_vs_phase4,0.524153872,0.484099065,0.001733408,52055.58335,0.37465071,,0.946488603
413,Birch,phase1_vs_phase5,0.512774687,0.460402417,0.000485595,51928.28757,0.381630276,,0.931867254
413,KMeans,phase1_vs_phase2,0.557179048,0.450316543,0.009446948,70602.08372,0.430749894,,0.850731756
413,KMeans,phase1_vs_phase3,0.614695445,0.61669061,0.038284603,62085.92019,0.408069891,,0.906607291
413,KMeans,phase1_vs_phase4,0.552394577,0.448933488,0.007923517,55392.39435,0.388976066,,0.949223189
413,KMeans,phase1_vs_phase5,0.508621602,0.499657586,0.000203186,55113.99588,0.391488478,,0.946209716
413,GaussianMixture,phase1_vs_phase2,0.999983724,0.999983724,0.999731884,3476.214928,0.083776635,0.217131822,3.663312757
413,GaussianMixture,phase1_vs_phase3,1,1,1,10251.79573,0.166448726,0.22569761,2.116080801
413,GaussianMixture,phase1_vs_phase4,1,1,1,2950.302305,0.08946465,0.23044614,3.972003988
413,GaussianMixture,phase1_vs_phase5,1,0,1,4984.917714,0.102348407,0.243722723,3.061082672
414,Birch,phase1_vs_phase2,0.572721792,0.485281948,0.018178351,57588.79432,0.424190804,,0.853716437
414,Birch,phase1_vs_phase3,0.563465908,0.419117168,0.017202954,54137.89957,0.429147996,,0.720243694
414,Birch,phase1_vs_phase4,0.529020223,0.345362931,0.004040257,56466.65231,0.438346152,,0.709295009
414,Birch,phase1_vs_phase5,0.523941115,0.431477537,0.001920124,75860.50084,0.462336931,,0.727796404
414,KMeans,phase1_vs_phase2,0.573559185,0.526650669,0.016597027,59020.07049,0.411720086,,0.890658076
414,KMeans,phase1_vs_phase3,0.570086746,0.426735303,0.014214669,76865.48993,0.463414966,,0.766173493
414,KMeans,phase1_vs_phase4,0.514625525,0.505186051,0.000609648,86122.7491,0.470681725,,0.763242459
414,KMeans,phase1_vs_phase5,0.519788513,0.491896922,0.00112044,85078.566,0.468811244,,0.749679619
414,GaussianMixture,phase1_vs_phase2,0.97047526,0.057813969,0.835751769,12060.25094,0.238115278,0.234536075,1.829396992
414,GaussianMixture,phase1_vs_phase3,0.529042973,0.443085498,0.002787638,1050.295298,0.001152044,0.170566131,5.867160286
414,GaussianMixture,phase1_vs_phase4,1,0,1,5192.822755,0.148860251,0.222860173,2.830710202
414,GaussianMixture,phase1_vs_phase5,1,1,1,3692.716251,0.106043308,0.225038084,3.351964546
415,Birch,phase1_vs_phase2,0.796419741,4.11E-05,0.416372962,41504.88301,0.391605304,,0.93139311
415,Birch,phase1_vs_phase3,0.560274366,0.583968063,0.023741489,56684.33909,0.553840486,,0.696848543
415,Birch,phase1_vs_phase4,0.928509718,0.928980097,0.628518099,66023.68353,0.490582012,,0.867122122
415,Birch,phase1_vs_phase5,0.686696836,0.586706819,0.156601354,76315.39076,0.564008946,,0.708442869
415,KMeans,phase1_vs_phase2,0.882954702,3.71E-05,0.580600153,44444.21222,0.37716571,,0.984762184
415,KMeans,phase1_vs_phase3,0.562937983,0.339119286,0.026397566,56797.50999,0.555862417,,0.685166204
415,KMeans,phase1_vs_phase4,0.938070414,0.056851552,0.665395876,69206.11321,0.496474625,,0.84889592
415,KMeans,phase1_vs_phase5,0.693086601,0.592515638,0.172396279,77196.84439,0.568123882,,0.694316936
415,GaussianMixture,phase1_vs_phase2,0.999983724,3.28E-05,0.999731884,35974.94396,0.303117104,0.238111231,1.16007289
415,GaussianMixture,phase1_vs_phase3,0.559735453,0.338616821,0.023054532,56579.38823,0.552032757,0.257983512,0.702737723
415,GaussianMixture,phase1_vs_phase4,0.971907552,0.055086571,0.841700398,60093.34875,0.462969635,0.236887452,0.914579246
415,GaussianMixture,phase1_vs_phase5,0.690317956,0.44875805,0.165821034,77033.07416,0.567323305,0.241136326,0.698672054
416,Birch,phase1_vs_phase2,0.550244141,0.1826249,0.080622141,21805.44259,0.560374881,,0.67980882
416,Birch,phase1_vs_phase3,0.594384766,0.317588105,0.139171109,22972.89697,0.427946958,,0.753559127
416,Birch,phase1_vs_phase4,0.507763672,0.030579863,0.014572972,3685.35824,0.558973463,,0.584298463
416,Birch,phase1_vs_phase5,0.810172526,0.321285915,0.43607122,124540.1505,0.638639781,,0.603228711
416,KMeans,phase1_vs_phase2,0.980192057,0.039159534,0.87836,37261.48514,0.449279409,,1.038868521
416,KMeans,phase1_vs_phase3,0.805566406,0.327804075,0.428306347,53046.7073,0.475936642,,0.891607749
416,KMeans,phase1_vs_phase4,0.822672526,0.7844495,0.457728469,48915.9734,0.469325153,,0.889112989
416,KMeans,phase1_vs_phase5,0.810205078,0.321239669,0.436126494,124543.5612,0.638637843,,0.603233213
416,GaussianMixture,phase1_vs_phase2,0.983854167,0.032035653,0.896060304,37224.86473,0.448648869,0.242947071,1.037431264
416,GaussianMixture,phase1_vs_phase3,1,0,1,36822.39133,0.36518229,0.251242577,1.098443036
416,GaussianMixture,phase1_vs_phase4,0.855696615,0.831361509,0.519711641,42504.69404,0.429928941,0.221154312,1.002615564
416,GaussianMixture,phase1_vs_phase5,0.81233724,0.768984172,0.439759372,124104.7122,0.637250918,0.242061688,0.605135874
423,Birch,phase1_vs_phase2,0.503938802,0.015632065,0.007564969,31976.32655,0.927555732,,0.226668901
423,Birch,phase1_vs_phase3,0.501061562,0.016299137,0.000141224,10123.13549,0.712515152,,0.61671896
423,Birch,phase1_vs_phase4,0.505211953,0,0.010010242,3110.242319,0.60443154,,0.611072633
423,Birch,phase1_vs_phase5,0.505211953,0,0.010010242,3025.410756,0.59385953,,0.625114846
423,KMeans,phase1_vs_phase2,0.504134115,0.016400852,0.007930414,32088.1183,0.925926678,,0.542223693
423,KMeans,phase1_vs_phase3,0.500825347,0.487555175,-9.88E-06,54008.31922,0.450099737,,0.803671782
423,KMeans,phase1_vs_phase4,0.971078159,0.970823506,0.81489192,50736.41503,0.446752359,,0.91874705
423,KMeans,phase1_vs_phase5,0.985093707,0.008292586,0.890689877,47034.84648,0.446630365,,0.958268867
423,GaussianMixture,phase1_vs_phase2,0.756266276,0.677714409,0.351261764,60.46979648,0.278054811,0.274073815,8.02255127
423,GaussianMixture,phase1_vs_phase3,0.992854818,0.0143048,0.945537885,1729.759928,0.062948727,0.215765694,4.686731404
423,GaussianMixture,phase1_vs_phase4,1,0,1,47667.60147,0.430920662,0.219480898,0.943510975
423,GaussianMixture,phase1_vs_phase5,1,1,1,44842.28763,0.434807273,0.215997511,0.982710459
424,Birch,phase1_vs_phase2,0.55327828,0.185786046,0.016815885,45643.81431,0.478970838,,0.672657272
424,Birch,phase1_vs_phase3,0.511574848,0.135865806,0.002347457,16060.87434,0.411467037,,0.709173143
424,Birch,phase1_vs_phase4,0.527278337,0.133102439,0.020884073,11360.75695,0.488575197,,0.854294903
424,Birch,phase1_vs_phase5,0.553500294,0.181905957,0.017255145,47591.05687,0.458473173,,0.631542626
424,KMeans,phase1_vs_phase2,0.501713101,0.546951584,-3.10E-06,61279.90601,0.463267328,,0.789461149
424,KMeans,phase1_vs_phase3,0.52523834,0.495656424,0.001840453,37391.24351,0.384086187,,1.059624748
424,KMeans,phase1_vs_phase4,0.525001254,0.498632981,0.001823516,57944.71654,0.437750381,,0.876062594
424,KMeans,phase1_vs_phase5,0.525136846,0.502365538,0.00183757,80843.91299,0.489000053,,0.723713197
424,GaussianMixture,phase1_vs_phase2,0.906979053,0,0.637938482,1160.070504,0.040839347,0.200124981,5.764988486
424,GaussianMixture,phase1_vs_phase3,0.732116479,0.356972733,0.182221219,10743.83313,0.229075472,0.163698164,2.042310186
424,GaussianMixture,phase1_vs_phase4,0.941311758,0,0.734163129,6690.64287,0.136863555,0.236996743,2.488936502
424,GaussianMixture,phase1_vs_phase5,0.613084724,0.7236612,0.151526404,1960.214365,0.216086872,0.346720568,3.371345099
425,Birch,phase1_vs_phase2,0.552420955,0.61467188,0.009088432,53619.35484,0.411341587,,0.946503216
425,Birch,phase1_vs_phase3,0.543071737,0.441200297,0.005376953,117984.945,0.540415149,,0.630309757
425,Birch,phase1_vs_phase4,0.64732599,0.252925718,0.070961916,70926.16042,0.468624532,,0.765808962
425,Birch,phase1_vs_phase5,0.644015355,0,0.203668829,46329.99171,0.492736377,,0.617467806
425,KMeans,phase1_vs_phase2,0.539470676,0.467726787,0.004490132,59085.5297,0.420227271,,0.967886997
425,KMeans,phase1_vs_phase3,0.516836184,0.500824559,0.000810412,124819.5989,0.549739204,,0.628205808
425,KMeans,phase1_vs_phase4,0.643048287,0.268634466,0.065476696,71132.21548,0.464792173,,0.776854451
425,KMeans,phase1_vs_phase5,0.652262955,0.250433015,0.075448639,75196.70175,0.479415859,,0.734412408
425,GaussianMixture,phase1_vs_phase2,0.976210166,0.975869716,0.846093202,20204.27569,0.318733416,0.231878849,1.500023337
425,GaussianMixture,phase1_vs_phase3,0.780442695,0.345590161,0.323220683,3478.783023,0.087396208,0.22411147,3.286871614
425,GaussianMixture,phase1_vs_phase4,1,0,1,6299.508489,0.222781995,0.245908742,2.549937469
425,GaussianMixture,phase1_vs_phase5,1,0,1,3766.106733,0.218378588,0.264259361,3.20944599
437,Birch,phase1_vs_phase2,0.586456071,0.574619187,0.021784676,57918.19287,0.387131543,,0.88429766
437,Birch,phase1_vs_phase3,0.554721779,0.441716031,0.011076762,68914.81514,0.432747788,,0.616485579
437,Birch,phase1_vs_phase4,0.580713392,0.210346131,0.029796,104966.6969,0.569556057,,0.510743577
437,Birch,phase1_vs_phase5,0.511645593,0.15304623,0.001981524,13363.23564,0.229363424,,0.752834398
437,KMeans,phase1_vs_phase2,0.64854906,0.138579871,0.098028344,90659.19429,0.548570902,,0.655410967
437,KMeans,phase1_vs_phase3,0.509672079,0.479219988,0.000263714,167504.7709,0.607739352,,0.528392114
437,KMeans,phase1_vs_phase4,0.548504588,0.371646216,0.00746074,146777.2952,0.604060539,,0.544604852
437,KMeans,phase1_vs_phase5,0.522593835,0.507659456,0.001487496,140122.0191,0.582450189,,0.57505935
437,GaussianMixture,phase1_vs_phase2,0.999983724,3.28E-05,0.999731884,8416.573029,0.226746545,0.214853619,2.163293012
437,GaussianMixture,phase1_vs_phase3,0.516732236,0.501575738,0.000800658,933.8211588,0.021978039,0.162229696,7.15585349
437,GaussianMixture,phase1_vs_phase4,1,0,1,1054.96677,0.057327657,0.218898903,6.404838755
437,GaussianMixture,phase1_vs_phase5,0.524564538,0.487890129,0.001784053,126505.4027,0.562608793,0.162930468,0.591732919
439,Birch,phase1_vs_phase2,0.79156901,0.736686269,0.405362882,340741.098,0.766584419,,0.305498692
439,Birch,phase1_vs_phase3,1,1,1,6703584.606,0.941915041,,0.081635843
439,Birch,phase1_vs_phase4,1,1,1,6839357.263,0.943983029,,0.077963538
439,Birch,phase1_vs_phase5,1,1,1,7120700.448,0.944306716,,0.077689021
439,KMeans,phase1_vs_phase2,0.780419922,0.362515115,0.387735317,351765.4488,0.776004079,,0.279408111
439,KMeans,phase1_vs_phase3,1,0,1,6703584.606,0.941915041,,0.081635843
439,KMeans,phase1_vs_phase4,1,0,1,6839357.263,0.943983029,,0.077963538
439,KMeans,phase1_vs_phase5,1,0,1,7120700.448,0.944306716,,0.077689021
439,GaussianMixture,phase1_vs_phase2,0.7625,0.68852459,0.360468445,318194.7506,0.772428363,0.220587909,0.255229307
439,GaussianMixture,phase1_vs_phase3,1,0,1,6703584.606,0.941915041,0.238572751,0.081635843
439,GaussianMixture,phase1_vs_phase4,1,1,1,6839357.263,0.943983029,0.249901678,0.077963538
439,GaussianMixture,phase1_vs_phase5,1,0,1,7120700.448,0.944306716,0.246974965,0.077689021
440,Birch,phase1_vs_phase2,0.600653124,0.52803124,0.033920683,40373.69446,0.341463024,,1.034730918
440,Birch,phase1_vs_phase3,0.591665476,0.580189673,0.107363994,16634.10922,0.316431389,,0.957658255
440,Birch,phase1_vs_phase4,0.505960124,0.008676236,0.004879831,5265.778792,0.564472341,,0.573312954
440,Birch,phase1_vs_phase5,0.620878965,0.042277652,0.11861671,29395.9817,0.390040238,,0.905032359
440,KMeans,phase1_vs_phase2,0.510934739,0.445041742,0.000346151,46999.50239,0.359420453,,1.041285429
440,KMeans,phase1_vs_phase3,0.643389636,0.628276546,0.060839571,37442.64726,0.322844967,,1.174333605
440,KMeans,phase1_vs_phase4,0.719394406,0.762416745,0.175054255,36248.55107,0.358631213,,1.111536794
440,KMeans,phase1_vs_phase5,0.647462332,0.260179344,0.070103362,39262.20904,0.33629398,,1.129439642
440,GaussianMixture,phase1_vs_phase2,0.999983724,0.999983724,0.999731884,14065.06394,0.266769543,0.220937049,1.723156288
440,GaussianMixture,phase1_vs_phase3,1,1,1,15155.32247,0.250653571,0.242696936,1.715450595
