,,,Original Feat,,Non-time dependencies,,
Subject,Phase_vs_phase,model,AUC,F1,AUC,F1,
264,GaussianMixture,phase1_vs_phase2,0.662105321,0.435525025,0.523840843,0.37093327,0.138264478
264,GaussianMixture,phase1_vs_phase3,0.631242094,0.600553604,0.50815119,0.250962853,0.123090904
264,GaussianMixture,phase1_vs_phase4,0.532012539,0.450408322,0.500016276,6.51E-05,0.031996263
264,GaussianMixture,phase1_vs_phase5,0.663875842,0.21649624,0.50011321,0.198279694,0.163762632
269,Birch,phase1_vs_phase2,0.570804446,0.690636169,0.500016276,6.51E-05,0.07078817
269,Birch,phase1_vs_phase3,0.592305097,0.022253354,0.500195313,0.000780945,0.092109784
269,Birch,phase1_vs_phase4,0.599027102,0,0.500016276,6.51E-05,0.099010826
269,Birch,phase1_vs_phase5,0.59261455,0.021239892,0.500016276,6.51E-05,0.092598275
269,KMeans,phase1_vs_phase2,0.583636955,0.514806552,0.500016276,6.51E-05,0.083620679
269,KMeans,phase1_vs_phase3,0.995263672,0.995241132,0.993652344,0.01271829,0.001611328
269,KMeans,phase1_vs_phase4,0.999983724,0.999983724,0.500016276,6.51E-05,0.499967448
269,KMeans,phase1_vs_phase5,1,0,1,0,0
269,GaussianMixture,phase1_vs_phase2,0.942903646,0.108864648,0.500016276,6.51E-05,0.44288737
269,GaussianMixture,phase1_vs_phase3,1,0,0.999901264,0.999902347,9.87356E-05
269,GaussianMixture,phase1_vs_phase4,1,1,0.500016276,6.51E-05,0.499983724
269,GaussianMixture,phase1_vs_phase5,1,1,1,0,0
278,Birch,phase1_vs_phase2,0.869006254,0.885851464,0.500016276,6.51E-05,0.368989978
278,Birch,phase1_vs_phase3,0.517811653,0.425010915,0.507454295,0.013671319,0.010357358
278,Birch,phase1_vs_phase4,0.501669038,0.464586342,0.511394913,0.014188404,-0.009725874
278,Birch,phase1_vs_phase5,0.537566036,0.079979907,0.505939652,0.023014526,0.031626385
278,KMeans,phase1_vs_phase2,0.765677223,0.812676913,0.514179821,0,0.251497402
278,KMeans,phase1_vs_phase3,0.548036367,0.53032291,0.505131065,0.038437694,0.042905302
278,KMeans,phase1_vs_phase4,0.575369351,0.643681338,0.511287273,0.012268395,0.064082079
278,KMeans,phase1_vs_phase5,0.560805554,0.481460666,0.505852436,0.03317565,0.054953117
278,GaussianMixture,phase1_vs_phase2,0.968182539,0.9696501,0.949479167,0.096934872,0.018703373
278,GaussianMixture,phase1_vs_phase3,0.796237466,0,0.525926847,0.472073255,0.270310619
278,GaussianMixture,phase1_vs_phase4,0.753863463,0,0.512271248,0.448326325,0.241592215
278,GaussianMixture,phase1_vs_phase5,0.763244978,0,0.509650448,0.428051471,0.25359453
279,Birch,phase1_vs_phase2,0.5,0,0.500016276,6.51E-05,-1.6276E-05
279,Birch,phase1_vs_phase3,0.5,0,0.500016276,6.51E-05,-1.6276E-05
279,Birch,phase1_vs_phase4,0.5,0,0.500016276,6.51E-05,-1.6276E-05
279,Birch,phase1_vs_phase5,0.599732994,0.442864929,0.500016276,6.51E-05,0.099716718
279,KMeans,phase1_vs_phase2,0.560377302,0.583625021,0.508611574,0.609410216,0.051765728
279,KMeans,phase1_vs_phase3,0.504005656,0.505634982,0.503774996,0.063489137,0.00023066
279,KMeans,phase1_vs_phase4,0.511013469,0.501321556,0.500016276,6.51E-05,0.010997193
279,KMeans,phase1_vs_phase5,0.529909122,0.460906861,0.500016276,6.51E-05,0.029892847
279,GaussianMixture,phase1_vs_phase2,0.970361328,0.969456046,0.559510783,0.687172744,0.410850545
279,GaussianMixture,phase1_vs_phase3,0.998209635,0.003603663,0.551205521,0.687227005,0.447004114
279,GaussianMixture,phase1_vs_phase4,0.822181409,0.851122778,0.500016276,6.51E-05,0.322165133
279,GaussianMixture,phase1_vs_phase5,0.977702549,0.977194034,0.500016276,6.51E-05,0.477686273
280,Birch,phase1_vs_phase2,0.566398623,0,0.500115821,0,0.066282802
280,Birch,phase1_vs_phase3,0.570518548,0,0.500016276,6.51E-05,0.070502272
280,Birch,phase1_vs_phase4,0.564694398,0,0.500364009,0,0.064330388
280,Birch,phase1_vs_phase5,0.564694398,0,0.500546014,0.670559218,0.064148383
280,KMeans,phase1_vs_phase2,0.644296635,0,0.500132367,0,0.144164268
280,KMeans,phase1_vs_phase3,0.534636732,0.448555362,0.500016276,6.51E-05,0.034620456
280,KMeans,phase1_vs_phase4,0.653231411,0,0.500946032,0.045169932,0.152285379
280,KMeans,phase1_vs_phase5,0.653231411,0,0.500848806,0.044624494,0.152382605
280,GaussianMixture,phase1_vs_phase2,0.575718253,0.667854653,0.569366274,0.585380503,0.006351979
280,GaussianMixture,phase1_vs_phase3,0.599765981,0.561696174,0.500016276,6.51E-05,0.099749705
280,GaussianMixture,phase1_vs_phase4,0.655398921,0,0.509074597,0.134139241,0.146324324
280,GaussianMixture,phase1_vs_phase5,0.659254112,0,0.517611532,0.673070887,0.14164258
281,Birch,phase1_vs_phase2,0.501100044,0.499572087,0.500016276,6.51E-05,0.001083768
281,Birch,phase1_vs_phase3,0.514361741,0.474625115,0.500856702,0.074861145,0.01350504
281,Birch,phase1_vs_phase4,0.508747402,0.482383376,0.501854693,0.056383208,0.006892709
281,Birch,phase1_vs_phase5,0.526847889,0.106692889,0.500111644,0.661896883,0.026736245
281,KMeans,phase1_vs_phase2,0.520518625,0.476113414,0.500016276,6.51E-05,0.020502349
281,KMeans,phase1_vs_phase3,0.514996473,0.516679749,0.501078018,0.063172701,0.013918455
281,KMeans,phase1_vs_phase4,0.519922413,0.492931816,0.500644231,0.662662685,0.019278182
281,KMeans,phase1_vs_phase5,0.521641661,0.514040029,0.500203189,0.058987644,0.021438472
281,GaussianMixture,phase1_vs_phase2,0.567949428,0.221744389,0.846744792,0.267671097,-0.278795364
281,GaussianMixture,phase1_vs_phase3,0.509336634,0.515685754,0.514708541,0.17862814,-0.005371907
281,GaussianMixture,phase1_vs_phase4,0.500937489,0.489382336,0.533659169,0.184444223,-0.03272168
281,GaussianMixture,phase1_vs_phase5,0.557543962,0.485686141,0.562412874,0.684740032,-0.004868912
282,Birch,phase1_vs_phase2,0.5,0,0.500016276,6.51E-05,-1.6276E-05
282,Birch,phase1_vs_phase3,0.5,0,0.501097142,0.01065169,-0.001097142
282,Birch,phase1_vs_phase4,0.5,0,0.500016276,6.51E-05,-1.6276E-05
282,Birch,phase1_vs_phase5,0.5,0,0.500016276,6.51E-05,-1.62755E-05
282,KMeans,phase1_vs_phase2,0.745236124,0.738248025,0.526218535,0.633182253,0.219017589
282,KMeans,phase1_vs_phase3,0.510173163,0.494405227,0.510256732,0.327386339,-8.35696E-05
282,KMeans,phase1_vs_phase4,0.539203783,0.536986663,0.500016276,6.51E-05,0.039187507
282,KMeans,phase1_vs_phase5,0.626953343,0.625428308,0.510127579,0.327348751,0.116825764
282,GaussianMixture,phase1_vs_phase2,0.988500612,0.988814678,0.523236556,0.668673245,0.465264056
282,GaussianMixture,phase1_vs_phase3,0.536387312,0.333356803,0.507902231,0.630203827,0.028485081
282,GaussianMixture,phase1_vs_phase4,0.510766077,0.63145467,0.500016276,6.51E-05,0.010749801
282,GaussianMixture,phase1_vs_phase5,0.637279132,0.73388506,0.512300162,0.657340222,0.124978969
283,Birch,phase1_vs_phase2,0.601796522,0.039553911,0.500016276,6.51E-05,0.101780246
283,Birch,phase1_vs_phase3,0.505805174,0.483594058,0.500016276,6.51E-05,0.005788898
283,Birch,phase1_vs_phase4,0.503360076,0.481032178,0.502694726,0.662370903,0.00066535
283,Birch,phase1_vs_phase5,0.630617314,0.692148164,0.50892965,0.667621841,0.121687663
283,KMeans,phase1_vs_phase2,0.652817373,0.266416234,0.52093054,0,0.131886832
283,KMeans,phase1_vs_phase3,0.509012362,0.548771464,0.505217783,0.064200809,0.00379458
283,KMeans,phase1_vs_phase4,0.505197207,0.543104233,0.502393392,0.072470305,0.002803814
283,KMeans,phase1_vs_phase5,0.50495738,0.471779624,0.511768455,0.67093998,-0.006811075
283,GaussianMixture,phase1_vs_phase2,0.999983724,0.999983724,0.50086673,0.04341201,0.499116994
283,GaussianMixture,phase1_vs_phase3,0.589416325,0.279915214,0.502778564,0.662177478,0.086637761
283,GaussianMixture,phase1_vs_phase4,0.510990479,0.414646957,0.54042272,0.399679674,-0.029432241
283,GaussianMixture,phase1_vs_phase5,0.584639441,0.568381238,0.509823749,0.65567107,0.074815692
284,Birch,phase1_vs_phase2,0.578946707,0.439136866,0.500016276,6.51E-05,0.078930431
284,Birch,phase1_vs_phase3,0.516633236,0.478554507,0.500016276,6.51E-05,0.01661696
284,Birch,phase1_vs_phase4,0.513572617,0.390966051,0.500119329,0.000845446,0.013453288
284,Birch,phase1_vs_phase5,0.504884061,0.358841242,0.505774193,0.023021764,-0.000890131
284,KMeans,phase1_vs_phase2,0.510555723,0.533709552,0.500016276,6.51E-05,0.010539447
284,KMeans,phase1_vs_phase3,0.514747399,0.530241905,0.500016276,6.51E-05,0.014731123
284,KMeans,phase1_vs_phase4,0.530880392,0.511933535,0.505920398,0.026201147,0.024959994
284,KMeans,phase1_vs_phase5,0.511377431,0.569678186,0.50567892,0.027676028,0.005698511
284,GaussianMixture,phase1_vs_phase2,0.510253696,0.591522608,0.500016276,6.51E-05,0.01023742
284,GaussianMixture,phase1_vs_phase3,0.619553844,0.416512002,0.500016276,6.51E-05,0.119537568
284,GaussianMixture,phase1_vs_phase4,0.710080769,0.029773347,0.527890743,0.281229822,0.182190026
284,GaussianMixture,phase1_vs_phase5,1,0,0.523377788,0.114482759,0.476622212
285,Birch,phase1_vs_phase2,0.53343099,0.12534326,0.503341399,0.026820285,0.030089591
285,Birch,phase1_vs_phase3,0.554027134,0.235284262,0.501928437,0.029160762,0.052098696
285,Birch,phase1_vs_phase4,0.605858544,0.685179818,0.508823812,0.001150564,0.097034732
285,Birch,phase1_vs_phase5,0.500364009,0,0.508856102,0.000958895,-0.008492093
285,KMeans,phase1_vs_phase2,0.548235482,0.41094105,0.5032584,0.668623578,0.044977082
285,KMeans,phase1_vs_phase3,0.566769306,0.605316361,0.502200457,0.030793401,0.064568849
285,KMeans,phase1_vs_phase4,0.545403816,0.465650328,0.509640767,0.002612796,0.035763049
285,KMeans,phase1_vs_phase5,0.564475297,0.429646575,0.509803003,0.001848841,0.054672295
285,GaussianMixture,phase1_vs_phase2,0.933551739,0.938645808,0.502809271,0.664336992,0.430742468
285,GaussianMixture,phase1_vs_phase3,0.839720044,0,0.50639926,0.667816834,0.333320783
285,GaussianMixture,phase1_vs_phase4,0.952960058,0,0.50404652,0.665461888,0.448913538
285,GaussianMixture,phase1_vs_phase5,1,1,0.51946889,0.672888569,0.48053111
287,Birch,phase1_vs_phase2,0.552116958,0.380087226,0.500016276,6.51E-05,0.052100682
287,Birch,phase1_vs_phase3,0.50546875,0.021638331,0.507548635,0.056517264,-0.002079885
287,Birch,phase1_vs_phase4,0.504866168,0.665035011,0.500016276,6.51E-05,0.004849892
287,Birch,phase1_vs_phase5,0.51126195,0.659251992,0.503001438,0.083105489,0.008260511
287,KMeans,phase1_vs_phase2,0.512078427,0.50159775,0.500016276,6.51E-05,0.012062151
287,KMeans,phase1_vs_phase3,0.501984089,0.555013662,0.503015479,0.083771206,-0.00103139
287,KMeans,phase1_vs_phase4,0.522706146,0.440011239,0.505240525,0.095895711,0.017465621
287,KMeans,phase1_vs_phase5,0.525647352,0.488577133,0.502127915,0.075480827,0.023519437
287,GaussianMixture,phase1_vs_phase2,0.954316821,0.956994439,0.500016276,6.51E-05,0.454300545
287,GaussianMixture,phase1_vs_phase3,0.521570575,0.559311002,0.513673835,0.251985354,0.00789674
287,GaussianMixture,phase1_vs_phase4,0.816208346,0,0.620077043,0.680634798,0.196131303
287,GaussianMixture,phase1_vs_phase5,0.884724842,0,0.518627707,0.630064763,0.366097135
288,Birch,phase1_vs_phase2,0.513597543,0.514543072,0.500016276,6.51E-05,0.013581267
288,Birch,phase1_vs_phase3,0.579536451,0.488166093,0.503223928,0.659110001,0.076312523
288,Birch,phase1_vs_phase4,0.505662862,0.307854012,0.502780085,0.063831744,0.002882777
288,Birch,phase1_vs_phase5,0.567956333,0.470543443,0.500414553,0.063322444,0.067541779
288,KMeans,phase1_vs_phase2,0.509814846,0.487423486,0.50042442,0.06231119,0.009390426
288,KMeans,phase1_vs_phase3,0.500357338,0.52609935,0.503923087,0.074157372,-0.003565749
288,KMeans,phase1_vs_phase4,0.508171615,0.541334722,0.502167788,0.07076418,0.006003827
288,KMeans,phase1_vs_phase5,0.507760459,0.53072407,0.500616889,0.062543943,0.007143569
288,GaussianMixture,phase1_vs_phase2,0.897981771,0.886391648,0.508738947,0.156387725,0.389242824
288,GaussianMixture,phase1_vs_phase3,0.520945299,0.463575673,0.505942449,0.607368556,0.015002851
288,GaussianMixture,phase1_vs_phase4,0.526423561,0.502491192,0.543287604,0.120539841,-0.016864043
288,GaussianMixture,phase1_vs_phase5,1,0,0.604220109,0.277582022,0.395779891
289,Birch,phase1_vs_phase2,0.51566656,0.406468515,0.500016276,6.51E-05,0.015650284
289,Birch,phase1_vs_phase3,0.517869308,0.401468557,0.500016276,6.51E-05,0.017853032
289,Birch,phase1_vs_phase4,0.531242907,0.481565359,0.500016276,6.51E-05,0.031226631
289,Birch,phase1_vs_phase5,0.532152587,0.491812616,0.500016276,6.51E-05,0.032136312
289,KMeans,phase1_vs_phase2,0.509254354,0.495291381,0.513245104,0.376594984,-0.00399075
289,KMeans,phase1_vs_phase3,0.514772355,0.542098084,0.500016276,6.51E-05,0.014756079
289,KMeans,phase1_vs_phase4,0.518406069,0.50093257,0.500016276,6.51E-05,0.018389793
289,KMeans,phase1_vs_phase5,0.522637616,0.497818251,0.500016276,6.51E-05,0.022621341
289,GaussianMixture,phase1_vs_phase2,0.501850885,0.538732235,0.505249166,0.189990587,-0.003398282
289,GaussianMixture,phase1_vs_phase3,0.531524028,0.523124115,0.500032552,0.0001302,0.031491476
289,GaussianMixture,phase1_vs_phase4,0.522188249,0.520243954,0.500016276,6.51E-05,0.022171973
289,GaussianMixture,phase1_vs_phase5,0.506453767,0.542106906,0.526739916,0.612976748,-0.020286149
292,Birch,phase1_vs_phase2,0.5,0,0.500016276,6.51E-05,-1.6276E-05
292,Birch,phase1_vs_phase3,0.666910807,0.500549115,0.500179036,0.000715889,0.166731771
292,Birch,phase1_vs_phase4,0.817415365,0.776631755,0.50008138,0.000325468,0.317333984
292,Birch,phase1_vs_phase5,0.518765665,0.072347368,0.500162755,0.000650809,0.01860291
292,KMeans,phase1_vs_phase2,0.517600748,0.527519014,0.500016276,6.51E-05,0.017584472
292,KMeans,phase1_vs_phase3,0.719156901,0.609482856,0.500179036,0.000715889,0.218977865
292,KMeans,phase1_vs_phase4,0.817431641,0.776656114,0.50008138,0.000325468,0.31735026
292,KMeans,phase1_vs_phase5,0.983073468,0.982782027,0.500244133,0.000976054,0.482829335
292,GaussianMixture,phase1_vs_phase2,0.535253906,0.131727787,0.500016276,6.51E-05,0.03523763
292,GaussianMixture,phase1_vs_phase3,1,1,0.956366716,0.95446823,0.043633284
292,GaussianMixture,phase1_vs_phase4,0.817431641,0.310909696,0.500146484,0.000585766,0.317285156
292,GaussianMixture,phase1_vs_phase5,1,1,0.970899385,0.970027157,0.029100615
304,Birch,phase1_vs_phase2,0.5,0,0.500016276,6.51E-05,-1.6276E-05
304,Birch,phase1_vs_phase3,0.688000757,0.601757747,0.500276693,0.001106159,0.187724064
304,Birch,phase1_vs_phase4,0.5,0,0.500016276,6.51E-05,-1.6276E-05
304,Birch,phase1_vs_phase5,0.688314398,0.599488512,0.500016276,6.51E-05,0.188298122
304,KMeans,phase1_vs_phase2,0.902379298,0.912384912,0.500016276,6.51E-05,0.402363022
304,KMeans,phase1_vs_phase3,0.536890447,0.453640947,0.501228937,0.226307704,0.03566151
304,KMeans,phase1_vs_phase4,0.905787749,0,0.507659649,0.284813622,0.3981281
304,KMeans,phase1_vs_phase5,0.905787749,0.915187083,0.500016276,6.51E-05,0.405771474
304,GaussianMixture,phase1_vs_phase2,0.905870479,0,0.510810428,0.099876518,0.395060051
304,GaussianMixture,phase1_vs_phase3,0.658837281,0.29606531,0.568411873,0.346249784,0.090425409
304,GaussianMixture,phase1_vs_phase4,0.906912869,0.916112486,0.502241225,0.186185393,0.404671644
304,GaussianMixture,phase1_vs_phase5,0.659589704,0.430006393,0.500016276,6.51E-05,0.159573428
305,Birch,phase1_vs_phase2,0.511243087,0.094324251,0.500016276,6.51E-05,0.011226811
305,Birch,phase1_vs_phase3,0.530606338,0.176053519,0.504652875,0.022798061,0.025953463
305,Birch,phase1_vs_phase4,0.503150767,0.048098818,0.501245785,0.010718667,0.001904982
305,Birch,phase1_vs_phase5,0.504127537,0.661379188,0.500016276,6.51E-05,0.004111261
305,KMeans,phase1_vs_phase2,0.523423013,0.518777437,0.500016276,6.51E-05,0.023406737
305,KMeans,phase1_vs_phase3,0.54764512,0.566400655,0.505509299,0.027591063,0.042135822
305,KMeans,phase1_vs_phase4,0.509565257,0.503907561,0.501404228,0.012380707,0.008161028
305,KMeans,phase1_vs_phase5,0.541758701,0.40625,0.503229958,0.018838204,0.038528743
305,GaussianMixture,phase1_vs_phase2,0.797770182,0.338721989,0.500016276,6.51E-05,0.297753906
305,GaussianMixture,phase1_vs_phase3,0.992521261,0,0.517647177,0.246482221,0.474874085
305,GaussianMixture,phase1_vs_phase4,0.994572951,0.994689807,0.502298869,0.619726828,0.492274081
305,GaussianMixture,phase1_vs_phase5,1,1,0.504012783,0.612955507,0.495987217
306,Birch,phase1_vs_phase2,0.5042192,0,0.500069152,0.00071554,0.004150048
306,Birch,phase1_vs_phase3,0.509104947,0.670625187,0.500016276,6.51E-05,0.009088671
306,Birch,phase1_vs_phase4,0.503927962,0.669619347,0.500016276,6.51E-05,0.003911686
306,Birch,phase1_vs_phase5,0.500890831,0.015044333,0.500248188,0,0.000642643
306,KMeans,phase1_vs_phase2,0.503993777,0.670563803,0.503993507,0.013133567,2.6984E-07
306,KMeans,phase1_vs_phase3,0.500560157,0.02281828,0.500560157,0.66791328,0
306,KMeans,phase1_vs_phase4,0.503297145,0.016667197,0.503297145,0.016667197,0
306,KMeans,phase1_vs_phase5,0.500524975,0.028189535,0.500524975,0.666798811,0
306,GaussianMixture,phase1_vs_phase2,0.501812084,0.664276546,0.536819171,0.352113641,-0.035007087
306,GaussianMixture,phase1_vs_phase3,0.503090696,0.030010987,0.589903212,0.54775139,-0.086812515
306,GaussianMixture,phase1_vs_phase4,0.716038977,0.610644758,0.500016276,6.51E-05,0.216022701
306,GaussianMixture,phase1_vs_phase5,0.513680939,0.09005057,0.550777644,0.575981729,-0.037096705
307,Birch,phase1_vs_phase2,0.504294057,0.6679004,0.500016276,6.51E-05,0.004277781
307,Birch,phase1_vs_phase3,0.506038411,0.023865427,0.50236645,0.053102829,0.003671961
307,Birch,phase1_vs_phase4,0.500903252,0.024996025,0.509359671,0.006541759,-0.008456419
307,Birch,phase1_vs_phase5,0.504079796,0.663776174,0.503472187,0.659502376,0.000607609
307,KMeans,phase1_vs_phase2,0.527399376,0.366417617,0.501760164,0.072909091,0.025639212
307,KMeans,phase1_vs_phase3,0.529845943,0.457097488,0.502353584,0.059457131,0.027492359
307,KMeans,phase1_vs_phase4,0.531533807,0.342241659,0.500230641,0.066836797,0.031303167
307,KMeans,phase1_vs_phase5,0.530037597,0.531165469,0.504805537,0.069514135,0.02523206
307,GaussianMixture,phase1_vs_phase2,0.90945638,0.167303239,0.525528542,0.179923976,0.383927838
307,GaussianMixture,phase1_vs_phase3,0.624949718,0.531414574,0.525302709,0.600016644,0.099647009
307,GaussianMixture,phase1_vs_phase4,0.929845461,0,0.523736619,0.295482027,0.406108843
307,GaussianMixture,phase1_vs_phase5,1,1,0.536325916,0.582521685,0.463674084
308,Birch,phase1_vs_phase2,0.514615885,0.056803087,0.500016276,6.51E-05,0.014599609
308,Birch,phase1_vs_phase3,0.514529194,0.061307988,0.500016276,6.51E-05,0.014512918
308,Birch,phase1_vs_phase4,0.514078776,0.054772835,0.500016276,6.51E-05,0.0140625
308,Birch,phase1_vs_phase5,0.524201686,0.648390889,0.500016276,6.51E-05,0.024185411
308,KMeans,phase1_vs_phase2,0.554869484,0.316784203,0.559510636,0.32745017,-0.004641152
308,KMeans,phase1_vs_phase3,0.561656341,0.343565797,0.550308539,0.338917728,0.011347802
308,KMeans,phase1_vs_phase4,0.584463341,0.27740121,0.57683542,0.27998366,0.007627921
308,KMeans,phase1_vs_phase5,0.541646048,0.603196308,0.540397917,0.370296879,0.001248131
308,GaussianMixture,phase1_vs_phase2,0.772947745,0.364089033,0.503180067,0.240919403,0.269767678
308,GaussianMixture,phase1_vs_phase3,0.958486906,0.957065556,0.521964178,0.226801132,0.436522728
308,GaussianMixture,phase1_vs_phase4,0.970963542,0.970095213,0.534174554,0.590765578,0.436788988
308,GaussianMixture,phase1_vs_phase5,0.625755684,0.329750992,0.514362617,0.654976937,0.111393067
309,Birch,phase1_vs_phase2,0.607737951,0.695448255,0.50008138,0.000325468,0.107656571
309,Birch,phase1_vs_phase3,0.548519771,0.490804282,0.503903033,0.074886122,0.044616738
309,Birch,phase1_vs_phase4,0.684477446,0.024150873,0.500016276,6.51E-05,0.184461169
309,Birch,phase1_vs_phase5,0.692577517,0,0.500512069,0.059716104,0.192065448
309,KMeans,phase1_vs_phase2,0.558541141,0.616626658,0.50008138,0.000325468,0.058459761
309,KMeans,phase1_vs_phase3,0.513505952,0.482601116,0.503253169,0.06532263,0.010252783
309,KMeans,phase1_vs_phase4,0.877626929,3.74E-05,0.500016276,6.51E-05,0.377610653
309,KMeans,phase1_vs_phase5,0.878602866,0,0.500904951,0.051667797,0.377697915
309,GaussianMixture,phase1_vs_phase2,0.971875,0.971061093,0.522289705,0.589413245,0.449585295
309,GaussianMixture,phase1_vs_phase3,0.75095709,0.785385402,0.50751106,0.410415399,0.243446031
309,GaussianMixture,phase1_vs_phase4,0.859856382,0.878844228,0.500032552,0.0001302,0.35982383
309,GaussianMixture,phase1_vs_phase5,0.868758066,0.885663217,0.971571589,0.971899807,-0.102813523
310,Birch,phase1_vs_phase2,0.5,0,0.500016276,6.51E-05,-1.6276E-05
310,Birch,phase1_vs_phase3,0.5,0,0.500016276,6.51E-05,-1.6276E-05
310,Birch,phase1_vs_phase4,0.5,0,0.500016276,6.51E-05,-1.6276E-05
310,Birch,phase1_vs_phase5,0.5,0,0.500016276,6.51E-05,-1.62755E-05
310,KMeans,phase1_vs_phase2,0.556538511,0.526773724,0.500016276,6.51E-05,0.056522235
310,KMeans,phase1_vs_phase3,0.817043331,0.221506116,0.840310898,0.276974856,-0.023267567
310,KMeans,phase1_vs_phase4,0.582142271,0.49726613,0.500016276,6.51E-05,0.082125995
310,KMeans,phase1_vs_phase5,0.518703875,0.600892942,0.500016276,6.51E-05,0.018687599
310,GaussianMixture,phase1_vs_phase2,0.999983724,0.999983724,0.500016276,6.51E-05,0.499967448
310,GaussianMixture,phase1_vs_phase3,0.808447266,0.763060941,0.617903646,0.381624697,0.19054362
310,GaussianMixture,phase1_vs_phase4,1,0,0.500016276,6.51E-05,0.499983724
310,GaussianMixture,phase1_vs_phase5,1,1,0.500032551,0.000130196,0.499967449
311,Birch,phase1_vs_phase2,0.539080083,0.598868924,0.500016276,6.51E-05,0.039063807
311,Birch,phase1_vs_phase3,0.55854667,0.623756681,0.500016276,6.51E-05,0.058530394
311,Birch,phase1_vs_phase4,0.513237832,0.58781392,0.500016276,6.51E-05,0.013221556
311,Birch,phase1_vs_phase5,0.50445949,0.017680271,0.500016276,6.51E-05,0.004443215
311,KMeans,phase1_vs_phase2,0.589476121,0.562139486,0.510445055,0.336774577,0.079031066
311,KMeans,phase1_vs_phase3,0.556380192,0.533653316,0.532168645,0.53217693,0.024211547
311,KMeans,phase1_vs_phase4,0.531928879,0.387709708,0.548838875,0.242614226,-0.016909996
311,KMeans,phase1_vs_phase5,0.506575307,0.025959839,0.518181953,0.422650092,-0.011606646
311,GaussianMixture,phase1_vs_phase2,0.980289991,0.980939589,0.539906367,0.373824713,0.440383624
311,GaussianMixture,phase1_vs_phase3,1,1,0.505422226,0.378940174,0.494577774
311,GaussianMixture,phase1_vs_phase4,1,0,0.542776173,0.297222779,0.457223827
311,GaussianMixture,phase1_vs_phase5,0.520434717,0.634038698,0.514389312,0.162761953,0.006045404
312,Birch,phase1_vs_phase2,0.607601571,0.129809943,0.500016276,6.51E-05,0.107585295
312,Birch,phase1_vs_phase3,0.65789388,0.479998021,0.500016276,6.51E-05,0.157877604
312,Birch,phase1_vs_phase4,0.522334757,0.46296796,0.500016276,6.51E-05,0.022318481
312,Birch,phase1_vs_phase5,0.520826405,0.36844194,0.500016276,6.51E-05,0.020810129
312,KMeans,phase1_vs_phase2,0.536666566,0.560988515,0.500016276,6.51E-05,0.03665029
312,KMeans,phase1_vs_phase3,0.515706807,0.494163863,0.503301076,0.082932403,0.01240573
312,KMeans,phase1_vs_phase4,0.520525299,0.52325164,0.500016276,6.51E-05,0.020509023
312,KMeans,phase1_vs_phase5,0.528128831,0.480379808,0.501362425,0.072853899,0.026766406
312,GaussianMixture,phase1_vs_phase2,0.808084588,0.841190082,0.500016276,6.51E-05,0.308068312
312,GaussianMixture,phase1_vs_phase3,0.505219343,0.50064576,0.601750751,0.505350306,-0.096531408
312,GaussianMixture,phase1_vs_phase4,0.788623047,0.351351351,0.500032552,0.0001302,0.288590495
312,GaussianMixture,phase1_vs_phase5,0.642031264,0.606161052,0.520761008,0.286269745,0.121270256
313,Birch,phase1_vs_phase2,0.592041016,0.310927835,0.500065104,0.000260383,0.091975911
313,Birch,phase1_vs_phase3,0.814239386,0,0.500113662,0.000520681,0.314125723
313,Birch,phase1_vs_phase4,0.814255932,0,0.500016276,6.51E-05,0.314239656
313,Birch,phase1_vs_phase5,0.627964969,0.142043297,0.500661835,0,0.127303134
313,KMeans,phase1_vs_phase2,0.794822338,0.826225655,0.500065104,0.000260383,0.294757234
313,KMeans,phase1_vs_phase3,0.817929117,0,0.818415154,0.000919816,-0.000486037
313,KMeans,phase1_vs_phase4,0.814272478,0,0.814487574,0,-0.000215096
313,KMeans,phase1_vs_phase5,0.610616576,0.198303447,0.610371362,0.198746028,0.000245214
313,GaussianMixture,phase1_vs_phase2,0.781594361,0.823151125,0.500065104,0.000260383,0.281529257
313,GaussianMixture,phase1_vs_phase3,0.790512591,0,0.776746418,0.819932473,0.013766174
313,GaussianMixture,phase1_vs_phase4,0.810715113,0.843029638,0.787981072,0,0.022734041
313,GaussianMixture,phase1_vs_phase5,0.531233445,0.372939653,0.53236438,0.168565385,-0.001130936
314,Birch,phase1_vs_phase2,0.549188638,0.552115432,0.500016276,6.51E-05,0.049172362
314,Birch,phase1_vs_phase3,0.507187365,0.470811662,0.500016276,6.51E-05,0.007171089
314,Birch,phase1_vs_phase4,0.527101852,0.523302352,0.500016276,6.51E-05,0.027085576
314,Birch,phase1_vs_phase5,0.506999131,0.469985258,0.503851184,0.02445113,0.003147947
314,KMeans,phase1_vs_phase2,0.563805401,0.396525706,0.506871989,0.046330627,0.056933411
314,KMeans,phase1_vs_phase3,0.514719695,0.488878025,0.501561768,0.061265545,0.013157927
314,KMeans,phase1_vs_phase4,0.53071524,0.457366161,0.501599631,0.662908782,0.029115609
314,KMeans,phase1_vs_phase5,0.51564907,0.520931743,0.500495984,0.067094498,0.015153086
314,GaussianMixture,phase1_vs_phase2,0.916292318,0.908645221,0.532458079,0.601707462,0.383834239
314,GaussianMixture,phase1_vs_phase3,0.622901751,0.651718484,0.511087636,0.623996892,0.111814115
314,GaussianMixture,phase1_vs_phase4,0.858995996,0,0.518182449,0.626814566,0.340813547
