Subject,Phase_vs_phase,model,AUC,F1
284,Birch,phase1_vs_phase3,0.5000162760416667,6.51020474593926e-05
284,Birch,phase1_vs_phase4,0.500119329092934,0.0008454459727506259
284,Birch,phase1_vs_phase5,0.5057741928040621,0.023021763743867156
284,KMeans,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
284,KMeans,phase1_vs_phase3,0.5000162760416667,6.51020474593926e-05
284,KMeans,phase1_vs_phase4,0.5059203976337321,0.02620114708371204
284,KMeans,phase1_vs_phase5,0.5056789197417062,0.027676027676027677
284,GaussianMixture,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
284,GaussianMixture,phase1_vs_phase3,0.5000162760416667,6.51020474593926e-05
284,GaussianMixture,phase1_vs_phase4,0.5278907432772014,0.28122982168578947
284,GaussianMixture,phase1_vs_phase5,0.5233777883759893,0.11448275862068966
285,Birch,phase1_vs_phase2,0.5033413988043531,0.026820285201624324
285,Birch,phase1_vs_phase3,0.5019284370579147,0.02916076208471107
285,Birch,phase1_vs_phase4,0.5088238120832507,0.0011505640960081816
285,Birch,phase1_vs_phase5,0.5088561022735478,0.0009588953525538579
285,KMeans,phase1_vs_phase2,0.5032583995556397,0.6686235778368775
285,KMeans,phase1_vs_phase3,0.5022004568473064,0.030793401413982718
285,KMeans,phase1_vs_phase4,0.50964076660948,0.0026127963293397912
285,KMeans,phase1_vs_phase5,0.5098030027102727,0.0018488412865385229
285,GaussianMixture,phase1_vs_phase2,0.5028092709677686,0.6643369915930735
285,GaussianMixture,phase1_vs_phase3,0.5063992603344544,0.6678168339974622
285,GaussianMixture,phase1_vs_phase4,0.5040465199744987,0.6654618877101391
285,GaussianMixture,phase1_vs_phase5,0.5194688896593317,0.6728885686623285
287,Birch,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
287,Birch,phase1_vs_phase3,0.5075486351974338,0.05651726396556563
287,Birch,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
287,Birch,phase1_vs_phase5,0.5030014383493709,0.08310548928882612
287,KMeans,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
287,KMeans,phase1_vs_phase3,0.5030154788662555,0.08377120552469598
287,KMeans,phase1_vs_phase4,0.5052405250913126,0.09589571118188042
287,KMeans,phase1_vs_phase5,0.5021279147860194,0.07548082738599249
287,GaussianMixture,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
287,GaussianMixture,phase1_vs_phase3,0.5136738349760291,0.25198535355937035
287,GaussianMixture,phase1_vs_phase4,0.6200770427312907,0.680634797540575
287,GaussianMixture,phase1_vs_phase5,0.5186277070714083,0.6300647630635084
288,Birch,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
288,Birch,phase1_vs_phase3,0.5032239278914963,0.6591100010080532
288,Birch,phase1_vs_phase4,0.5027800846140881,0.06383174418248153
288,Birch,phase1_vs_phase5,0.5004145534824603,0.06332244374561109
288,KMeans,phase1_vs_phase2,0.5004244196402718,0.06231118977144426
288,KMeans,phase1_vs_phase3,0.5039230867273073,0.07415737166823694
288,KMeans,phase1_vs_phase4,0.5021677884257421,0.07076418019332482
288,KMeans,phase1_vs_phase5,0.5006168892413334,0.06254394277504356
288,GaussianMixture,phase1_vs_phase2,0.5087389465754161,0.15638772475327836
288,GaussianMixture,phase1_vs_phase3,0.5059424485759166,0.6073685557119098
288,GaussianMixture,phase1_vs_phase4,0.5432876040063784,0.12053984100573117
288,GaussianMixture,phase1_vs_phase5,0.6042201090810131,0.2775820217680683
289,Birch,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
289,Birch,phase1_vs_phase3,0.5000162760416667,6.51020474593926e-05
289,Birch,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
289,Birch,phase1_vs_phase5,0.5000162755118649,6.509992839007877e-05
289,KMeans,phase1_vs_phase2,0.5132451043579784,0.37659498350359744
289,KMeans,phase1_vs_phase3,0.5000162760416667,6.51020474593926e-05
289,KMeans,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
289,KMeans,phase1_vs_phase5,0.5000162755118649,6.509992839007877e-05
289,GaussianMixture,phase1_vs_phase2,0.5052491664365755,0.18999058675870725
289,GaussianMixture,phase1_vs_phase3,0.5000325520833333,0.00013019985678015754
289,GaussianMixture,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
289,GaussianMixture,phase1_vs_phase5,0.5267399162830843,0.6129767475692844
292,Birch,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
292,Birch,phase1_vs_phase3,0.5001790364583333,0.0007158894926946732
292,Birch,phase1_vs_phase4,0.5000813802083334,0.00032546786004882016
292,Birch,phase1_vs_phase5,0.5001627551186485,0.0006508086297224301
292,KMeans,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
292,KMeans,phase1_vs_phase3,0.5001790364583333,0.0007158894926946732
292,KMeans,phase1_vs_phase4,0.5000813802083334,0.00032546786004882016
292,KMeans,phase1_vs_phase5,0.5002441326779727,0.0009760541384695471
292,GaussianMixture,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
292,GaussianMixture,phase1_vs_phase3,0.9563667163301648,0.9544682296975875
292,GaussianMixture,phase1_vs_phase4,0.500146484375,0.0005857658888997364
292,GaussianMixture,phase1_vs_phase5,0.9708993847856515,0.9700271566030778
304,Birch,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
304,Birch,phase1_vs_phase3,0.5002766927083333,0.0011061587012395485
304,Birch,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
304,Birch,phase1_vs_phase5,0.5000162755118649,6.509992839007877e-05
304,KMeans,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
304,KMeans,phase1_vs_phase3,0.5012289372864547,0.22630770393129676
304,KMeans,phase1_vs_phase4,0.507659649338475,0.28481362172112284
304,KMeans,phase1_vs_phase5,0.5000162755118649,6.509992839007877e-05
304,GaussianMixture,phase1_vs_phase2,0.510810427951475,0.0998765183930161
304,GaussianMixture,phase1_vs_phase3,0.5684118726267001,0.34624978390259564
304,GaussianMixture,phase1_vs_phase4,0.502241225318198,0.18618539266462317
304,GaussianMixture,phase1_vs_phase5,0.5000162755118649,6.509992839007877e-05
305,Birch,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
305,Birch,phase1_vs_phase3,0.5046528748340241,0.022798060559355234
305,Birch,phase1_vs_phase4,0.5012457853244233,0.010718667269322659
305,Birch,phase1_vs_phase5,0.5000162755118649,6.509992839007877e-05
305,KMeans,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
305,KMeans,phase1_vs_phase3,0.5055092987208999,0.027591063312207925
305,KMeans,phase1_vs_phase4,0.5014042283000761,0.012380706732009287
305,KMeans,phase1_vs_phase5,0.503229957975507,0.01883820361976404
305,GaussianMixture,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
305,GaussianMixture,phase1_vs_phase3,0.517647176587474,0.2464822209545541
305,GaussianMixture,phase1_vs_phase4,0.5022988692958072,0.6197268282848646
305,GaussianMixture,phase1_vs_phase5,0.5040127826822098,0.6129555065967737
306,Birch,phase1_vs_phase2,0.5000691517676172,0.0007155402328758211
306,Birch,phase1_vs_phase3,0.5000162760416667,6.51020474593926e-05
306,Birch,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
306,Birch,phase1_vs_phase5,0.5002481882259506,0.0
306,KMeans,phase1_vs_phase2,0.5039935069048034,0.013133567102327064
306,KMeans,phase1_vs_phase3,0.5005601572711912,0.6679132797289717
306,KMeans,phase1_vs_phase4,0.5032971450339604,0.01666719679379115
306,KMeans,phase1_vs_phase5,0.5005249747974623,0.6667988107036671
306,GaussianMixture,phase1_vs_phase2,0.5368191708987929,0.35211364103501036
306,GaussianMixture,phase1_vs_phase3,0.5899032117624674,0.5477513895907025
306,GaussianMixture,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
306,GaussianMixture,phase1_vs_phase5,0.5507776441077064,0.5759817293662374
307,Birch,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
307,Birch,phase1_vs_phase3,0.5023664504973071,0.05310282863958856
307,Birch,phase1_vs_phase4,0.5093596708222683,0.006541759288663067
307,Birch,phase1_vs_phase5,0.5034721867541303,0.659502376292983
307,KMeans,phase1_vs_phase2,0.5017601635017497,0.07290909090909091
307,KMeans,phase1_vs_phase3,0.5023535838121298,0.05945713054717794
307,KMeans,phase1_vs_phase4,0.5002306405427877,0.0668367966946166
307,KMeans,phase1_vs_phase5,0.5048055372877265,0.06951413535674947
307,GaussianMixture,phase1_vs_phase2,0.5255285423569401,0.17992397578487962
307,GaussianMixture,phase1_vs_phase3,0.5253027088452216,0.6000166440123166
307,GaussianMixture,phase1_vs_phase4,0.5237366185181509,0.2954820270418819
307,GaussianMixture,phase1_vs_phase5,0.5363259164771754,0.582521685070606
308,Birch,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
308,Birch,phase1_vs_phase3,0.5000162760416667,6.51020474593926e-05
308,Birch,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
308,Birch,phase1_vs_phase5,0.5000162755118649,6.509992839007877e-05
308,KMeans,phase1_vs_phase2,0.5595106358349673,0.3274501701985322
308,KMeans,phase1_vs_phase3,0.5503085386832374,0.3389177284882806
308,KMeans,phase1_vs_phase4,0.5768354197948724,0.27998366013071896
308,KMeans,phase1_vs_phase5,0.5403979171614718,0.370296878577425
308,GaussianMixture,phase1_vs_phase2,0.5031800667626327,0.24091940268740808
308,GaussianMixture,phase1_vs_phase3,0.5219641781014221,0.2268011318290648
308,GaussianMixture,phase1_vs_phase4,0.5341745540755609,0.590765578035412
308,GaussianMixture,phase1_vs_phase5,0.5143626170621941,0.6549769374317805
309,Birch,phase1_vs_phase2,0.5000813802083334,0.00032546786004882016
309,Birch,phase1_vs_phase3,0.5039030329247535,0.07488612207713331
309,Birch,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
309,Birch,phase1_vs_phase5,0.5005120692143753,0.05971610376896721
309,KMeans,phase1_vs_phase2,0.5000813802083334,0.00032546786004882016
309,KMeans,phase1_vs_phase3,0.5032531691826748,0.0653226300631166
309,KMeans,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
309,KMeans,phase1_vs_phase5,0.5009049510979602,0.05166779702817682
309,GaussianMixture,phase1_vs_phase2,0.5222897053979905,0.5894132454639306
309,GaussianMixture,phase1_vs_phase3,0.5075110595646573,0.4104153986609859
309,GaussianMixture,phase1_vs_phase4,0.5000325520833333,0.00013019985678015754
309,GaussianMixture,phase1_vs_phase5,0.9715715894393441,0.9718998068213178
310,Birch,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
310,Birch,phase1_vs_phase3,0.5000162760416667,6.51020474593926e-05
310,Birch,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
310,Birch,phase1_vs_phase5,0.5000162755118649,6.509992839007877e-05
310,KMeans,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
310,KMeans,phase1_vs_phase3,0.8403108980871926,0.2769748564640665
310,KMeans,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
310,KMeans,phase1_vs_phase5,0.5000162755118649,6.509992839007877e-05
310,GaussianMixture,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
310,GaussianMixture,phase1_vs_phase3,0.6179036458333333,0.3816246970814456
310,GaussianMixture,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
310,GaussianMixture,phase1_vs_phase5,0.5000325510237297,0.00013019561891742344
311,Birch,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
311,Birch,phase1_vs_phase3,0.5000162760416667,6.51020474593926e-05
311,Birch,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
311,Birch,phase1_vs_phase5,0.5000162755118649,6.509992839007877e-05
311,KMeans,phase1_vs_phase2,0.5104450548108185,0.3367745772792931
311,KMeans,phase1_vs_phase3,0.5321686454507099,0.5321769297484822
311,KMeans,phase1_vs_phase4,0.5488388749756983,0.24261422579044697
311,KMeans,phase1_vs_phase5,0.518181952798788,0.4226500921532489
311,GaussianMixture,phase1_vs_phase2,0.5399063674369808,0.37382471270755074
311,GaussianMixture,phase1_vs_phase3,0.5054222260182957,0.3789401736892892
311,GaussianMixture,phase1_vs_phase4,0.5427761730642352,0.29722277922598755
311,GaussianMixture,phase1_vs_phase5,0.5143893120469911,0.1627619529187033
312,Birch,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
312,Birch,phase1_vs_phase3,0.5000162760416667,6.51020474593926e-05
312,Birch,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
312,Birch,phase1_vs_phase5,0.5000162755118649,6.509992839007877e-05
312,KMeans,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
312,KMeans,phase1_vs_phase3,0.5033010762966801,0.08293240317536685
312,KMeans,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
312,KMeans,phase1_vs_phase5,0.5013624249886411,0.07285389856169568
312,GaussianMixture,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
312,GaussianMixture,phase1_vs_phase3,0.601750751415707,0.5053503064081925
312,GaussianMixture,phase1_vs_phase4,0.5000325520833333,0.00013019985678015754
312,GaussianMixture,phase1_vs_phase5,0.520761007711316,0.286269744835966
313,Birch,phase1_vs_phase2,0.5000651041666667,0.0002603827626611118
313,Birch,phase1_vs_phase3,0.5001136624516033,0.0005206807901330991
313,Birch,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
313,Birch,phase1_vs_phase5,0.5006618352692015,0.0
313,KMeans,phase1_vs_phase2,0.5000651041666667,0.0002603827626611118
313,KMeans,phase1_vs_phase3,0.8184151543342971,0.0009198160367926416
313,KMeans,phase1_vs_phase4,0.8144875740428208,0.0
313,KMeans,phase1_vs_phase5,0.6103713617456925,0.1987460276561024
313,GaussianMixture,phase1_vs_phase2,0.5000651041666667,0.0002603827626611118
313,GaussianMixture,phase1_vs_phase3,0.7767464178166055,0.8199324730092216
313,GaussianMixture,phase1_vs_phase4,0.7879810715113008,0.0
313,GaussianMixture,phase1_vs_phase5,0.532364380194712,0.16856538471340826
314,Birch,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
314,Birch,phase1_vs_phase3,0.5000162760416667,6.51020474593926e-05
314,Birch,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
314,Birch,phase1_vs_phase5,0.5038511844449767,0.02445112974460731
314,KMeans,phase1_vs_phase2,0.5068719894251132,0.046330626627853526
314,KMeans,phase1_vs_phase3,0.5015617680386305,0.06126554498902707
314,KMeans,phase1_vs_phase4,0.5015996312853669,0.6629087818189952
314,KMeans,phase1_vs_phase5,0.500495984361738,0.06709449800784696
314,GaussianMixture,phase1_vs_phase2,0.532458078811137,0.6017074615080932
314,GaussianMixture,phase1_vs_phase3,0.5110876361028037,0.6239968920346247
314,GaussianMixture,phase1_vs_phase4,0.5181824487879108,0.6268145664657417
314,GaussianMixture,phase1_vs_phase5,0.508142458321454,0.6443223880597015
315,Birch,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
315,Birch,phase1_vs_phase3,0.5000162760416667,6.51020474593926e-05
315,Birch,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
315,Birch,phase1_vs_phase5,0.5148361801141953,0.07354449659631344
315,KMeans,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
315,KMeans,phase1_vs_phase3,0.5063523889538659,0.05385671492760859
315,KMeans,phase1_vs_phase4,0.5044827948036624,0.6691700259539456
315,KMeans,phase1_vs_phase5,0.5126773747632001,0.65558801639581
315,GaussianMixture,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
315,GaussianMixture,phase1_vs_phase3,0.5019427240389945,0.18778418911372882
315,GaussianMixture,phase1_vs_phase4,0.548719852886429,0.5751253684492593
315,GaussianMixture,phase1_vs_phase5,0.5137077855573888,0.19628761550688328
316,Birch,phase1_vs_phase2,0.5156193123531553,0.0
316,Birch,phase1_vs_phase3,0.5025138041774214,0.07799342005976276
316,Birch,phase1_vs_phase4,0.5185148416559118,0.0
316,Birch,phase1_vs_phase5,0.500354668173077,0.662488969315148
316,KMeans,phase1_vs_phase2,0.5179357357953606,0.0
316,KMeans,phase1_vs_phase3,0.5032408292511542,0.08170761078998073
316,KMeans,phase1_vs_phase4,0.5179357357953606,0.0
316,KMeans,phase1_vs_phase5,0.5010613546791183,0.0734871624277981
316,GaussianMixture,phase1_vs_phase2,0.9009860569922896,0.09827557891279357
316,GaussianMixture,phase1_vs_phase3,0.5209052449023173,0.5890229317248192
316,GaussianMixture,phase1_vs_phase4,0.9773652337933089,0.9782193351165457
316,GaussianMixture,phase1_vs_phase5,0.5498428365287168,0.1750973715797467
317,Birch,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
317,Birch,phase1_vs_phase3,0.5000162760416667,6.51020474593926e-05
317,Birch,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
317,Birch,phase1_vs_phase5,0.5012587246807063,0.030689404245894898
317,KMeans,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
317,KMeans,phase1_vs_phase3,0.5020443648734033,0.036478185541030085
317,KMeans,phase1_vs_phase4,0.5060523833567043,0.0070278558650651675
317,KMeans,phase1_vs_phase5,0.5017896513853004,0.037853302732103
317,GaussianMixture,phase1_vs_phase2,0.5000325520833333,0.00013019985678015754
317,GaussianMixture,phase1_vs_phase3,0.5180678233142848,0.32246477518120203
317,GaussianMixture,phase1_vs_phase4,0.5272688136370123,0.33310300350101346
317,GaussianMixture,phase1_vs_phase5,0.5095735012429726,0.29029057406094966
318,Birch,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
318,Birch,phase1_vs_phase3,0.5020667745251333,0.019991029666175435
318,Birch,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
318,Birch,phase1_vs_phase5,0.5000162755118649,6.509992839007877e-05
318,KMeans,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
318,KMeans,phase1_vs_phase3,0.5109424185218736,0.45517313709381385
318,KMeans,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
318,KMeans,phase1_vs_phase5,0.5677816379521106,0.6852976913730254
318,GaussianMixture,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
318,GaussianMixture,phase1_vs_phase3,0.5068279053146406,0.6147764730119488
318,GaussianMixture,phase1_vs_phase4,0.5763242118343385,0.4586378251973107
318,GaussianMixture,phase1_vs_phase5,0.5348809457375016,0.2414048744323974
413,Birch,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
413,Birch,phase1_vs_phase3,0.5000162760416667,6.51020474593926e-05
413,Birch,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
413,Birch,phase1_vs_phase5,0.5000162760416667,6.51020474593926e-05
413,KMeans,phase1_vs_phase2,0.6091977328522619,0.6896605928817512
413,KMeans,phase1_vs_phase3,0.5351559850073629,0.36580208353541427
413,KMeans,phase1_vs_phase4,0.5381506781096951,0.35685361607230187
413,KMeans,phase1_vs_phase5,0.5318332439467925,0.3720255929484082
413,GaussianMixture,phase1_vs_phase2,0.5274426342646596,0.24433610553484367
413,GaussianMixture,phase1_vs_phase3,0.5064743291937606,0.629584027425702
413,GaussianMixture,phase1_vs_phase4,0.5136231470551433,0.16665784599100295
413,GaussianMixture,phase1_vs_phase5,0.5229362938957072,0.1474725450049193
414,Birch,phase1_vs_phase2,0.5000325520833333,0.00013019985678015754
414,Birch,phase1_vs_phase3,0.5014226840677636,0.6609267376330621
414,Birch,phase1_vs_phase4,0.5005662310963301,0.6626605607059086
414,Birch,phase1_vs_phase5,0.5003756205998295,0.6617331425505276
414,KMeans,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
414,KMeans,phase1_vs_phase3,0.5014392299494936,0.0707824925635889
414,KMeans,phase1_vs_phase4,0.5005496852146001,0.06429615197272284
414,KMeans,phase1_vs_phase5,0.5003756205998295,0.0681590377547611
414,GaussianMixture,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
414,GaussianMixture,phase1_vs_phase3,0.5005152894934686,0.1827495131126111
414,GaussianMixture,phase1_vs_phase4,0.5069991745802516,0.6540517351328162
414,GaussianMixture,phase1_vs_phase5,0.501258588993059,0.15804605569398428
415,Birch,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
415,Birch,phase1_vs_phase3,0.5000162760416667,6.51020474593926e-05
415,Birch,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
415,Birch,phase1_vs_phase5,0.5000162760416667,6.51020474593926e-05
415,KMeans,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
415,KMeans,phase1_vs_phase3,0.5000162760416667,6.51020474593926e-05
415,KMeans,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
415,KMeans,phase1_vs_phase5,0.5000162760416667,6.51020474593926e-05
415,GaussianMixture,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
415,GaussianMixture,phase1_vs_phase3,0.5000168157217935,6.50978094587117e-05
415,GaussianMixture,phase1_vs_phase4,0.9512799645271808,0.05678859671960426
415,GaussianMixture,phase1_vs_phase5,0.6659823086391219,0.5894022448446882
416,Birch,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
416,Birch,phase1_vs_phase3,0.500146484375,0.0005857658888997364
416,Birch,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
416,Birch,phase1_vs_phase5,0.5008463541666667,0.6695558199700896
416,KMeans,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
416,KMeans,phase1_vs_phase3,0.5013020833333334,0.005194805194805194
416,KMeans,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
416,KMeans,phase1_vs_phase5,0.5006184895833333,0.0024709018791859026
416,GaussianMixture,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
416,GaussianMixture,phase1_vs_phase3,0.8416341145833334,0.27536826614215565
416,GaussianMixture,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
416,GaussianMixture,phase1_vs_phase5,0.9309244791666667,0.13021800162619088
423,Birch,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
423,Birch,phase1_vs_phase3,0.5000162760416667,6.51020474593926e-05
423,Birch,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
423,Birch,phase1_vs_phase5,0.5000162760416667,6.51020474593926e-05
423,KMeans,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
423,KMeans,phase1_vs_phase3,0.5136177809542424,0.23549421712508503
423,KMeans,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
423,KMeans,phase1_vs_phase5,0.5000162760416667,6.51020474593926e-05
423,GaussianMixture,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
423,GaussianMixture,phase1_vs_phase3,0.5038243882806555,0.6244522403525637
423,GaussianMixture,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
423,GaussianMixture,phase1_vs_phase5,0.5000162760416667,6.51020474593926e-05
424,Birch,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
424,Birch,phase1_vs_phase3,0.5001139322916667,0.0004556253457870928
424,Birch,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
424,Birch,phase1_vs_phase5,0.500881031038523,0.6651205113409384
424,KMeans,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
424,KMeans,phase1_vs_phase3,0.500146484375,0.0005857658888997364
424,KMeans,phase1_vs_phase4,0.5018256489992844,0.05550581915846015
424,KMeans,phase1_vs_phase5,0.5006656647359691,0.04651451252790871
424,GaussianMixture,phase1_vs_phase2,0.5437533140237724,0.2797436755282188
424,GaussianMixture,phase1_vs_phase3,0.5616193050496997,0.42820611175041556
424,GaussianMixture,phase1_vs_phase4,0.5019651223800631,0.5699960229532413
424,GaussianMixture,phase1_vs_phase5,0.5710503219078849,0.16207665204573238
425,Birch,phase1_vs_phase2,0.5084880373275091,0.0
425,Birch,phase1_vs_phase3,0.5000162760416667,6.51020474593926e-05
425,Birch,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
425,Birch,phase1_vs_phase5,0.5088685926073,0.0
425,KMeans,phase1_vs_phase2,0.5121714769939856,0.0024103263455012526
425,KMeans,phase1_vs_phase3,0.5015172993656722,0.05774262057927299
425,KMeans,phase1_vs_phase4,0.5125086865879083,0.0
425,KMeans,phase1_vs_phase5,0.5125086865879083,0.0
425,GaussianMixture,phase1_vs_phase2,0.5101538682978838,0.43432720122516116
425,GaussianMixture,phase1_vs_phase3,0.522795624816444,0.38602630162270246
425,GaussianMixture,phase1_vs_phase4,0.99501953125,0.009992652461425422
425,GaussianMixture,phase1_vs_phase5,0.5400038378689732,0.33032362787866487
437,Birch,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
437,Birch,phase1_vs_phase3,0.5008450130453936,0.07385247635451606
437,Birch,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
437,Birch,phase1_vs_phase5,0.5000651041666667,0.0002603827626611118
437,KMeans,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
437,KMeans,phase1_vs_phase3,0.5010102020226307,0.07393078434335802
437,KMeans,phase1_vs_phase4,0.5024118143283199,0.06248290533353594
437,KMeans,phase1_vs_phase5,0.5007237094341515,0.07153457100457312
437,GaussianMixture,phase1_vs_phase2,0.54450675110754,0.36355285066314524
437,GaussianMixture,phase1_vs_phase3,0.5194255405591267,0.47797219601630503
437,GaussianMixture,phase1_vs_phase4,0.5369383917325399,0.3779877077168222
437,GaussianMixture,phase1_vs_phase5,0.5723612938052219,0.25835591689250226
439,Birch,phase1_vs_phase2,0.500341796875,0.001366253537620767
439,Birch,phase1_vs_phase3,0.5000162760416667,6.51020474593926e-05
439,Birch,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
439,Birch,phase1_vs_phase5,0.5000162760416667,6.51020474593926e-05
439,KMeans,phase1_vs_phase2,0.7815755208333334,0.3609515996718622
439,KMeans,phase1_vs_phase3,1.0,0.0
439,KMeans,phase1_vs_phase4,1.0,1.0
439,KMeans,phase1_vs_phase5,1.0,0.0
439,GaussianMixture,phase1_vs_phase2,0.698388671875,0.5681325596028806
439,GaussianMixture,phase1_vs_phase3,1.0,0.0
439,GaussianMixture,phase1_vs_phase4,0.9999674479166667,0.999967446856994
439,GaussianMixture,phase1_vs_phase5,1.0,0.0
440,Birch,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
440,Birch,phase1_vs_phase3,0.5000162760416667,6.51020474593926e-05
440,Birch,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
440,Birch,phase1_vs_phase5,0.5000162760416667,6.51020474593926e-05
440,KMeans,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
440,KMeans,phase1_vs_phase3,0.5000162760416667,6.51020474593926e-05
440,KMeans,phase1_vs_phase4,0.5094984574843228,0.3470863105839951
440,KMeans,phase1_vs_phase5,0.504663047965994,0.584665835546642
440,GaussianMixture,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
440,GaussianMixture,phase1_vs_phase3,0.5000162760416667,6.51020474593926e-05
440,GaussianMixture,phase1_vs_phase4,0.5053315015878875,0.6481094164923743
440,GaussianMixture,phase1_vs_phase5,0.545403211503938,0.16562609260276712
441,Birch,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
441,Birch,phase1_vs_phase3,0.5000162760416667,6.51020474593926e-05
441,Birch,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
441,Birch,phase1_vs_phase5,0.5000162760416667,6.51020474593926e-05
441,KMeans,phase1_vs_phase2,0.5789448969139862,0.22384918895221392
441,KMeans,phase1_vs_phase3,1.0,0.0
