Subject,Phase_vs_phase,model,AUC,F1
216,Birch,phase1_vs_phase3,0.5000162760416667,6.51020474593926e-05
216,Birch,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
216,Birch,phase1_vs_phase5,0.5000162760416667,6.51020474593926e-05
216,KMeans,phase1_vs_phase2,0.5105689889587263,0.5881293718401552
216,KMeans,phase1_vs_phase3,0.5128757708700444,0.3700920307036933
216,KMeans,phase1_vs_phase4,0.535986328125,0.13428076888038626
216,KMeans,phase1_vs_phase5,0.5108916401156971,0.3803437462787282
216,GaussianMixture,phase1_vs_phase2,0.5225095830386098,0.13113865010711284
216,GaussianMixture,phase1_vs_phase3,0.5148483986818102,0.13853876793801495
216,GaussianMixture,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
216,GaussianMixture,phase1_vs_phase5,0.5162549828310624,0.1411209375508654
217,Birch,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
217,Birch,phase1_vs_phase3,0.5000162760416667,6.51020474593926e-05
217,Birch,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
217,Birch,phase1_vs_phase5,0.5000162760416667,6.51020474593926e-05
217,KMeans,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
217,KMeans,phase1_vs_phase3,0.516454431801495,0.0018255067354903689
217,KMeans,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
217,KMeans,phase1_vs_phase5,0.5000162760416667,6.51020474593926e-05
217,GaussianMixture,phase1_vs_phase2,0.5000325520833333,0.00013019985678015754
217,GaussianMixture,phase1_vs_phase3,0.5563602240105563,0.5326994305931781
217,GaussianMixture,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
217,GaussianMixture,phase1_vs_phase5,0.5000162760416667,6.51020474593926e-05
219,Birch,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
219,Birch,phase1_vs_phase3,0.5000162760416667,6.51020474593926e-05
219,Birch,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
219,Birch,phase1_vs_phase5,0.5000651041666667,0.0002603827626611118
219,KMeans,phase1_vs_phase2,0.5004339060535177,0.055769289957218915
219,KMeans,phase1_vs_phase3,0.5005055170820717,0.05129787956418408
219,KMeans,phase1_vs_phase4,0.5041333987800515,0.0887705016161858
219,KMeans,phase1_vs_phase5,0.5030651730647523,0.042758877114705336
219,GaussianMixture,phase1_vs_phase2,0.500400757736751,0.16331322176417593
219,GaussianMixture,phase1_vs_phase3,0.504785673308804,0.1728428676450568
219,GaussianMixture,phase1_vs_phase4,0.5336087737898756,0.6063408994097242
219,GaussianMixture,phase1_vs_phase5,0.5039412532652263,0.14630105210835886
220,Birch,phase1_vs_phase2,0.5009029171682137,0.07898533301274345
220,Birch,phase1_vs_phase3,0.5000162760416667,6.51020474593926e-05
220,Birch,phase1_vs_phase4,0.5030270529044227,0.04889463636923456
220,Birch,phase1_vs_phase5,0.5000162760416667,6.51020474593926e-05
220,KMeans,phase1_vs_phase2,0.5011958988446839,0.06973424449506453
220,KMeans,phase1_vs_phase3,0.5070656392578965,0.6584390559039419
220,KMeans,phase1_vs_phase4,0.5034495190319005,0.6652320797422203
220,KMeans,phase1_vs_phase5,0.5094762837406723,0.6553170546190759
220,GaussianMixture,phase1_vs_phase2,0.5611496152953233,0.5141883193414444
220,GaussianMixture,phase1_vs_phase3,0.5000162760416667,6.51020474593926e-05
220,GaussianMixture,phase1_vs_phase4,0.5470551481347621,0.13843623091554003
220,GaussianMixture,phase1_vs_phase5,0.540434208532918,0.15296073666709298
231,Birch,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
231,Birch,phase1_vs_phase3,0.5018365928720341,0.0
231,Birch,phase1_vs_phase4,0.5018203168303674,6.486766995329527e-05
231,Birch,phase1_vs_phase5,0.5000162760416667,6.51020474593926e-05
231,KMeans,phase1_vs_phase2,0.537604846598994,0.24433931934046757
231,KMeans,phase1_vs_phase3,0.5171339165498113,0.6204358755085646
231,KMeans,phase1_vs_phase4,0.5042637800049223,0.3450509587148039
231,KMeans,phase1_vs_phase5,0.5038803421222988,0.5970408822018155
231,GaussianMixture,phase1_vs_phase2,0.5217325389888191,0.6635980053701572
231,GaussianMixture,phase1_vs_phase3,0.502949910962474,0.21414203930063438
231,GaussianMixture,phase1_vs_phase4,0.5018476369249272,0.2597560088283088
231,GaussianMixture,phase1_vs_phase5,0.8704292001720771,0.0
233,Birch,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
233,Birch,phase1_vs_phase3,0.5000162760416667,6.51020474593926e-05
233,Birch,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
233,Birch,phase1_vs_phase5,0.5025129688042911,0.6565663412870572
233,KMeans,phase1_vs_phase2,0.500074382140582,0.08912888677901733
233,KMeans,phase1_vs_phase3,0.5000162760416667,6.51020474593926e-05
233,KMeans,phase1_vs_phase4,0.5040725134900642,0.09434860202260559
233,KMeans,phase1_vs_phase5,0.5039469780756726,0.09626398409448352
233,GaussianMixture,phase1_vs_phase2,0.5235533793412257,0.28189932869402706
233,GaussianMixture,phase1_vs_phase3,0.511329690718691,0.26101117773336296
233,GaussianMixture,phase1_vs_phase4,0.5384127929913713,0.18880826466609274
233,GaussianMixture,phase1_vs_phase5,0.5298328646195275,0.30262107020983087
235,Birch,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
235,Birch,phase1_vs_phase3,0.5000162760416667,6.51020474593926e-05
235,Birch,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
235,Birch,phase1_vs_phase5,0.5000162760416667,6.51020474593926e-05
235,KMeans,phase1_vs_phase2,0.523583984375,0.09008672946003916
235,KMeans,phase1_vs_phase3,0.5187217427363578,0.6266484184136811
235,KMeans,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
235,KMeans,phase1_vs_phase5,0.5000162760416667,6.51020474593926e-05
235,GaussianMixture,phase1_vs_phase2,0.6123077058307688,0.4573411565945983
235,GaussianMixture,phase1_vs_phase3,0.5459851191768839,0.28097893432465926
235,GaussianMixture,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
235,GaussianMixture,phase1_vs_phase5,0.5000162760416667,6.51020474593926e-05
237,Birch,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
237,Birch,phase1_vs_phase3,0.5000162760416667,6.51020474593926e-05
237,Birch,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
237,Birch,phase1_vs_phase5,0.5298699684361453,0.3927885325846017
237,KMeans,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
237,KMeans,phase1_vs_phase3,0.5019493375442602,0.32539037621066036
237,KMeans,phase1_vs_phase4,0.510408140043826,0.350707613619124
237,KMeans,phase1_vs_phase5,0.5300005322474064,0.5701961726960725
237,GaussianMixture,phase1_vs_phase2,0.5245717557403868,0.11824028503276066
237,GaussianMixture,phase1_vs_phase3,0.5045950708913474,0.193992131933408
237,GaussianMixture,phase1_vs_phase4,0.5229576451926975,0.6651197865305412
237,GaussianMixture,phase1_vs_phase5,0.5314180004844842,0.6674796843302571
239,Birch,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
239,Birch,phase1_vs_phase3,0.5000162760416667,6.51020474593926e-05
239,Birch,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
239,Birch,phase1_vs_phase5,0.5033590191989106,0.05683364254792826
239,KMeans,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
239,KMeans,phase1_vs_phase3,0.5056411729530675,0.06446046712269675
239,KMeans,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
239,KMeans,phase1_vs_phase5,0.5027744308992272,0.05437542577568588
239,GaussianMixture,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
239,GaussianMixture,phase1_vs_phase3,0.5130117815726447,0.6305200827566526
239,GaussianMixture,phase1_vs_phase4,0.5000325520833333,0.00013019985678015754
239,GaussianMixture,phase1_vs_phase5,0.5242095447374789,0.6339550388133384
244,Birch,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
244,Birch,phase1_vs_phase3,0.5023340955426429,0.03831755120017618
244,Birch,phase1_vs_phase4,0.5002052578029345,0.033193713979781436
244,Birch,phase1_vs_phase5,0.5005988510436316,0.03401039206424185
244,KMeans,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
244,KMeans,phase1_vs_phase3,0.5022552295327443,0.041147875176415244
244,KMeans,phase1_vs_phase4,0.5002145180029535,0.03483619442872413
244,KMeans,phase1_vs_phase5,0.5006951580933146,0.03468571968147052
244,GaussianMixture,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
244,GaussianMixture,phase1_vs_phase3,0.5336465239299986,0.39371778410465397
244,GaussianMixture,phase1_vs_phase4,0.5159195053841332,0.6360469316182554
244,GaussianMixture,phase1_vs_phase5,0.5132984826004542,0.34022102628839723
245,Birch,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
245,Birch,phase1_vs_phase3,0.5015677723839927,0.035716535433070865
245,Birch,phase1_vs_phase4,0.5002864538090688,0.6657826692302593
245,Birch,phase1_vs_phase5,0.5000162760416667,6.51020474593926e-05
245,KMeans,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
245,KMeans,phase1_vs_phase3,0.5039085945385147,0.30121230245450986
245,KMeans,phase1_vs_phase4,0.5071658597964028,0.27506360729208
245,KMeans,phase1_vs_phase5,0.5243521980299025,0.5896281775152509
245,GaussianMixture,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
245,GaussianMixture,phase1_vs_phase3,0.5284262723912315,0.614960980243618
245,GaussianMixture,phase1_vs_phase4,0.5162286144478639,0.5851593695765666
245,GaussianMixture,phase1_vs_phase5,0.51621793718356,0.5651120174971921
246,Birch,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
246,Birch,phase1_vs_phase3,0.5000162760416667,6.51020474593926e-05
246,Birch,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
246,Birch,phase1_vs_phase5,0.5000162760416667,6.51020474593926e-05
246,KMeans,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
246,KMeans,phase1_vs_phase3,0.5000162760416667,6.51020474593926e-05
246,KMeans,phase1_vs_phase4,0.5112840651266587,0.5905246909508293
246,KMeans,phase1_vs_phase5,0.5000162760416667,6.51020474593926e-05
246,GaussianMixture,phase1_vs_phase2,0.5018401040244755,0.6501399624462901
246,GaussianMixture,phase1_vs_phase3,0.5000162760416667,6.51020474593926e-05
246,GaussianMixture,phase1_vs_phase4,0.5269373547064761,0.5975131623165677
246,GaussianMixture,phase1_vs_phase5,0.5000162760416667,6.51020474593926e-05
256,Birch,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
256,Birch,phase1_vs_phase3,0.5000162760416667,6.51020474593926e-05
256,Birch,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
256,Birch,phase1_vs_phase5,0.5009012900487897,0.668774478699429
256,KMeans,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
256,KMeans,phase1_vs_phase3,0.5000162760416667,6.51020474593926e-05
256,KMeans,phase1_vs_phase4,0.565124291564806,0.418242604349588
256,KMeans,phase1_vs_phase5,0.6146910189083233,0.6496321990311584
256,GaussianMixture,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
256,GaussianMixture,phase1_vs_phase3,0.5514038065739891,0.36758174747451505
256,GaussianMixture,phase1_vs_phase4,0.5219025301496989,0.6071140356322553
256,GaussianMixture,phase1_vs_phase5,0.5261229111470639,0.5801091172023927
260,Birch,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
260,Birch,phase1_vs_phase3,0.5000162760416667,6.51020474593926e-05
260,Birch,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
260,Birch,phase1_vs_phase5,0.5000162760416667,6.51020474593926e-05
260,KMeans,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
260,KMeans,phase1_vs_phase3,0.5052732242132434,0.5543710021321961
260,KMeans,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
260,KMeans,phase1_vs_phase5,0.5000162760416667,6.51020474593926e-05
260,GaussianMixture,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
260,GaussianMixture,phase1_vs_phase3,0.5123425523625451,0.1686338855660827
260,GaussianMixture,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
260,GaussianMixture,phase1_vs_phase5,0.5000162760416667,6.51020474593926e-05
261,Birch,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
261,Birch,phase1_vs_phase3,0.5000162760416667,6.51020474593926e-05
261,Birch,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
261,Birch,phase1_vs_phase5,0.5018267154330678,0.06589312977099236
261,KMeans,phase1_vs_phase2,0.5022816350795443,0.06771595900439238
261,KMeans,phase1_vs_phase3,0.5004188386368056,0.05759322865554466
261,KMeans,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
261,KMeans,phase1_vs_phase5,0.5023239870430235,0.06925536774783006
261,GaussianMixture,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
261,GaussianMixture,phase1_vs_phase3,0.5112062300027507,0.6548178580599064
261,GaussianMixture,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
261,GaussianMixture,phase1_vs_phase5,0.5127466532076259,0.6302772388760248
263,Birch,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
263,Birch,phase1_vs_phase3,0.5000162760416667,6.51020474593926e-05
263,Birch,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
263,Birch,phase1_vs_phase5,0.5000162760416667,6.51020474593926e-05
263,KMeans,phase1_vs_phase2,0.5450957974235994,0.31422750005145195
263,KMeans,phase1_vs_phase3,0.5223787606979466,0.3617170162144871
263,KMeans,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
263,KMeans,phase1_vs_phase5,0.5000162760416667,6.51020474593926e-05
263,GaussianMixture,phase1_vs_phase2,0.5155603983498586,0.12973359753412594
263,GaussianMixture,phase1_vs_phase3,0.5080489913863173,0.578557089598099
263,GaussianMixture,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
263,GaussianMixture,phase1_vs_phase5,0.5000162760416667,6.51020474593926e-05
264,Birch,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
264,Birch,phase1_vs_phase3,0.5040995104228714,0.658680757691102
264,Birch,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
264,Birch,phase1_vs_phase5,0.5000162760416667,6.51020474593926e-05
264,KMeans,phase1_vs_phase2,0.5038618330329222,0.08675840153491021
264,KMeans,phase1_vs_phase3,0.5028738516123961,0.08226097414311485
264,KMeans,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
264,KMeans,phase1_vs_phase5,0.5015143020404174,0.07213885373350208
264,GaussianMixture,phase1_vs_phase2,0.5238408430307713,0.37093327000712417
264,GaussianMixture,phase1_vs_phase3,0.5081511896747493,0.2509628525282644
264,GaussianMixture,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
264,GaussianMixture,phase1_vs_phase5,0.5001132100251497,0.19827969358676045
269,Birch,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
269,Birch,phase1_vs_phase3,0.5001953125,0.0007809449433814916
269,Birch,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
269,Birch,phase1_vs_phase5,0.5000162755118649,6.509992839007877e-05
269,KMeans,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
269,KMeans,phase1_vs_phase3,0.99365234375,0.012718289879176246
269,KMeans,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
269,KMeans,phase1_vs_phase5,1.0,0.0
269,GaussianMixture,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
269,GaussianMixture,phase1_vs_phase3,0.9999012643897466,0.9999023469288109
269,GaussianMixture,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
269,GaussianMixture,phase1_vs_phase5,1.0,0.0
278,Birch,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
278,Birch,phase1_vs_phase3,0.5074542945870147,0.01367131871261749
278,Birch,phase1_vs_phase4,0.5113949128393974,0.01418840443230687
278,Birch,phase1_vs_phase5,0.5059396516213626,0.023014525561214867
278,KMeans,phase1_vs_phase2,0.514179820642642,0.0
278,KMeans,phase1_vs_phase3,0.505131065358301,0.038437693738375696
278,KMeans,phase1_vs_phase4,0.5112872725070527,0.012268394727736009
278,KMeans,phase1_vs_phase5,0.5058524363350088,0.033175650441927045
278,GaussianMixture,phase1_vs_phase2,0.9494791666666667,0.09693487188295365
278,GaussianMixture,phase1_vs_phase3,0.5259268472959893,0.4720732552624859
278,GaussianMixture,phase1_vs_phase4,0.512271248337656,0.4483263249541522
278,GaussianMixture,phase1_vs_phase5,0.509650447860303,0.4280514705882353
279,Birch,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
279,Birch,phase1_vs_phase3,0.5000162760416667,6.51020474593926e-05
279,Birch,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
279,Birch,phase1_vs_phase5,0.5000162755118649,6.509992839007877e-05
279,KMeans,phase1_vs_phase2,0.5086115739864614,0.6094102155030514
279,KMeans,phase1_vs_phase3,0.5037749962383972,0.06348913678129128
279,KMeans,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
279,KMeans,phase1_vs_phase5,0.5000162755118649,6.509992839007877e-05
279,GaussianMixture,phase1_vs_phase2,0.5595107828735646,0.6871727441358098
279,GaussianMixture,phase1_vs_phase3,0.5512055209858657,0.6872270050363609
279,GaussianMixture,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
279,GaussianMixture,phase1_vs_phase5,0.5000162755118649,6.509992839007877e-05
280,Birch,phase1_vs_phase2,0.5001158211721103,0.0
280,Birch,phase1_vs_phase3,0.5000162760416667,6.51020474593926e-05
280,Birch,phase1_vs_phase4,0.5003640093980608,0.0
280,Birch,phase1_vs_phase5,0.5005460140970912,0.6705592177063779
280,KMeans,phase1_vs_phase2,0.5001323670538402,0.0
280,KMeans,phase1_vs_phase3,0.5000162760416667,6.51020474593926e-05
280,KMeans,phase1_vs_phase4,0.5009460317934289,0.04516993240085979
280,KMeans,phase1_vs_phase5,0.5008488057255168,0.04462449361171704
280,GaussianMixture,phase1_vs_phase2,0.5693662743095197,0.5853805033335336
280,GaussianMixture,phase1_vs_phase3,0.5000162760416667,6.51020474593926e-05
280,GaussianMixture,phase1_vs_phase4,0.5090745969138828,0.13413924085729337
280,GaussianMixture,phase1_vs_phase5,0.5176115316276315,0.6730708873245752
281,Birch,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
281,Birch,phase1_vs_phase3,0.500856701805983,0.07486114465105047
281,Birch,phase1_vs_phase4,0.5018546931617939,0.05638320841429937
281,Birch,phase1_vs_phase5,0.5001116439038346,0.6618968832446452
281,KMeans,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
281,KMeans,phase1_vs_phase3,0.5010780175164011,0.06317270058708414
281,KMeans,phase1_vs_phase4,0.5006442310327319,0.6626626849705829
281,KMeans,phase1_vs_phase5,0.500203188878129,0.05898764447987245
281,GaussianMixture,phase1_vs_phase2,0.8467447916666666,0.2676710965816218
281,GaussianMixture,phase1_vs_phase3,0.5147085407385461,0.17862814004945984
281,GaussianMixture,phase1_vs_phase4,0.5336591692493754,0.1844442227100379
281,GaussianMixture,phase1_vs_phase5,0.5624128744554366,0.6847400316700599
282,Birch,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
282,Birch,phase1_vs_phase3,0.5010971422289164,0.010651689745327781
282,Birch,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
282,Birch,phase1_vs_phase5,0.5000162755118649,6.509992839007877e-05
282,KMeans,phase1_vs_phase2,0.5262185347096404,0.633182253431216
282,KMeans,phase1_vs_phase3,0.510256732299526,0.32738633915104504
282,KMeans,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
282,KMeans,phase1_vs_phase5,0.5101275790405054,0.3273487509968317
282,GaussianMixture,phase1_vs_phase2,0.5232365564064619,0.6686732454880697
282,GaussianMixture,phase1_vs_phase3,0.507902230708019,0.630203826555139
282,GaussianMixture,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
282,GaussianMixture,phase1_vs_phase5,0.5123001624829175,0.6573402217449353
283,Birch,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
283,Birch,phase1_vs_phase3,0.5000162760416667,6.51020474593926e-05
283,Birch,phase1_vs_phase4,0.5026947262845809,0.6623709025594972
283,Birch,phase1_vs_phase5,0.5089296504170747,0.6676218406501153
283,KMeans,phase1_vs_phase2,0.5209305403884973,0.0
283,KMeans,phase1_vs_phase3,0.5052177825829776,0.06420080854401737
283,KMeans,phase1_vs_phase4,0.5023933924926164,0.07247030521726057
283,KMeans,phase1_vs_phase5,0.5117684553680951,0.6709399803799162
283,GaussianMixture,phase1_vs_phase2,0.5008667295151643,0.04341200982678732
283,GaussianMixture,phase1_vs_phase3,0.5027785641380422,0.6621774784985666
283,GaussianMixture,phase1_vs_phase4,0.5404227201326153,0.3996796738497379
283,GaussianMixture,phase1_vs_phase5,0.5098237490194502,0.6556710701164699
284,Birch,phase1_vs_phase2,0.5000162760416667,6.51020474593926e-05
