Subject,Phase_vs_phase,model,AUC,F1,AdjustedMutualInformation,CalinskiHarabasz,Silhouette_Mahanlanobis,DaviesBouldin
278,SpectralClustering,phase1_vs_phase2,0.806231179059532,0.0,0.4328707951777776,39771.578762517456,0.25770784759724963,1.0497173965070736
278,SpectralClustering,phase1_vs_phase3,0.729640292531189,0.0,0.3162867862985627,29347.298953182613,0.24851049454267043,1.0122951532037077
278,SpectralClustering,phase1_vs_phase4,0.749544988252424,0.0,0.3445988914814971,32950.84054588559,0.24468459169014184,1.0164399740613226
278,SpectralClustering,phase1_vs_phase5,0.7318078030378239,0.0,0.3193192409562094,29440.32462498386,0.22755913895542174,1.0065767753841264
279,SpectralClustering,phase1_vs_phase2,0.5721911297528045,0.37261455525606474,0.015787815423216923,57626.8849008359,0.13651237341633926,0.9319185450769503
279,SpectralClustering,phase1_vs_phase3,0.5085352447963202,0.5175363425312788,0.00020111829940241524,97388.15268055929,0.14450248842099894,0.6679967913243344
279,SpectralClustering,phase1_vs_phase4,0.5110137387048503,0.5027554590035621,0.0003392068123470679,87898.75844570223,0.1387630865262631,0.737722431087962
279,SpectralClustering,phase1_vs_phase5,0.5108430078645778,0.4487753116986471,0.0003383296903153059,74077.53861887286,0.13168996374617156,0.758449011368687
280,SpectralClustering,phase1_vs_phase2,0.5355405539561203,0.0,0.060002201071384896,19841.531227148567,0.36836490730363064,0.46227862396609465
280,SpectralClustering,phase1_vs_phase3,0.5363678480426222,0.0,0.06124171181708238,16270.093021199451,0.3509734756831876,0.5269540114186047
280,SpectralClustering,phase1_vs_phase4,0.5355570998378504,0.0,0.060027037628290675,24456.101215608043,0.3983312552253647,0.42571628142539686
280,SpectralClustering,phase1_vs_phase5,0.5355240080743903,0.0,0.059977915723480026,22657.94364223674,0.40713150460821595,0.4398725294492298
281,SpectralClustering,phase1_vs_phase2,0.5538226916814546,0.5825699354442054,0.008550072562348705,98372.45586757342,0.15081687271802663,0.7256017301361687
281,SpectralClustering,phase1_vs_phase3,0.515030374296283,0.5166492215098784,0.0006400868188789834,213249.1347459834,0.1778571645462574,0.46486960709152714
281,SpectralClustering,phase1_vs_phase4,0.5234934538416436,0.49306052368006864,0.0015881743935809484,253068.3016442206,0.18698712676616885,0.41720129524258914
281,SpectralClustering,phase1_vs_phase5,0.5062660720679666,0.02475406673953578,0.011864530512484466,6072.292399036545,0.3251364560708457,0.2730955762297884
282,SpectralClustering,phase1_vs_phase2,0.739881832996728,0.28427605043351223,0.1740897168386468,41186.1818673108,0.15008875481107567,1.051348512019269
282,SpectralClustering,phase1_vs_phase3,0.5065104166666666,0.025706940874035994,0.012309472302578273,7898.91479084703,0.5701986053656007,0.377912085722811
282,SpectralClustering,phase1_vs_phase4,0.542215022070655,0.543284657193373,0.0051363063620275705,28316.05781634839,0.13028157760661815,1.2065614833894864
282,SpectralClustering,phase1_vs_phase5,0.6113173584361348,0.4409621538785138,0.03769276451068952,33813.437715009364,0.12434533235349655,1.0902122411091162
283,SpectralClustering,phase1_vs_phase2,0.6881443360603015,0.7453031079004826,0.14246464922241941,97532.07087911386,0.17706757892924352,0.5681826404511104
283,SpectralClustering,phase1_vs_phase3,0.519938121957109,0.41287339313788957,0.001226181987372845,162112.14828280234,0.16190439158046321,0.49037405625762487
283,SpectralClustering,phase1_vs_phase4,0.5129616365635031,0.4258315303091422,0.0005059662428227839,190047.36508465756,0.16417909357119556,0.45050622323187195
283,SpectralClustering,phase1_vs_phase5,0.5257262743449765,0.3999925235042336,0.002076825915701329,124899.83271151954,0.15362184743199173,0.5631740835660918
284,SpectralClustering,phase1_vs_phase2,0.5030930134497336,0.3985026441403078,2.0584911275050836e-05,48842.21440604524,0.15027962589852165,0.9504320110628285
284,SpectralClustering,phase1_vs_phase3,0.5056588838329155,0.37152093032711897,0.00010347835900093154,40317.2318909963,0.14979935355384438,0.9941411629377831
284,SpectralClustering,phase1_vs_phase4,0.5197343490824274,0.4494951390713562,0.0012236183611733199,43250.086936316875,0.1415942540220906,0.9832778085379648
284,SpectralClustering,phase1_vs_phase5,0.5171279072619815,0.5996040685371016,0.0010529799370979486,39379.84397861458,0.14879832498576154,0.9565942119985488
285,SpectralClustering,phase1_vs_phase2,0.5014485677083333,0.005777532539193093,0.002821127667427355,3539.797113944458,0.5889169474072171,0.15030980529545512
285,SpectralClustering,phase1_vs_phase3,0.5332797207985869,0.6166168333040196,0.004131630146429611,50821.7507289843,0.18053743456354396,0.9092859024563352
285,SpectralClustering,phase1_vs_phase4,0.6136810010878917,0.3545866892020075,0.0381870133916194,31430.054071114162,0.1514744400334782,1.2503770230895628
285,SpectralClustering,phase1_vs_phase5,0.5472550382209869,0.0,0.07715588346056851,13824.324480491803,0.4077222260794514,0.7304359315830888
287,SpectralClustering,phase1_vs_phase2,0.5127116725637222,0.5025405775632754,0.0004561703274988217,128093.5633946438,0.15885328178449873,0.5971506858258394
287,SpectralClustering,phase1_vs_phase3,0.5047688802083333,0.018895301970141557,0.00911207609366792,16281.094690897302,0.5944261994485076,0.20698220675052906
287,SpectralClustering,phase1_vs_phase4,0.5036295572916667,0.014413599198526323,0.0069845077583828965,13032.465494871909,0.6175047062808495,0.25162124806358593
287,SpectralClustering,phase1_vs_phase5,0.502994694183132,0.011907458340074423,0.00578550994440727,9907.339210964628,0.5999831898464066,0.2189753488879594
288,SpectralClustering,phase1_vs_phase2,0.5201021152358616,0.5927457087389488,0.0013672879112094952,64351.04486046323,0.14351886155922444,0.8297375129557445
288,SpectralClustering,phase1_vs_phase3,0.5130680375705269,0.4547722104027584,0.0005147257498643689,94537.00460510509,0.153823884616123,0.7078368823002481
288,SpectralClustering,phase1_vs_phase4,0.5061059571120404,0.5792705150130365,0.0001137970258246142,83961.84114601319,0.15168028952819598,0.710146988772734
288,SpectralClustering,phase1_vs_phase5,0.5040225289234062,0.552101888136801,3.7407509371937875e-05,97141.90975697208,0.14922439680213256,0.6948443903048096
289,SpectralClustering,phase1_vs_phase2,0.5088724495428165,0.5087560931576096,0.0002153284827129285,103587.81410601396,0.14653933575073505,0.68723163269729
289,SpectralClustering,phase1_vs_phase3,0.5145810518113604,0.5494059692842655,0.0006192369826531908,112997.87353402138,0.1566975470324123,0.641445629848769
289,SpectralClustering,phase1_vs_phase4,0.5210984730090134,0.5017826984424845,0.0012854999025139562,132869.37223602855,0.16864980182184855,0.6018786220914204
289,SpectralClustering,phase1_vs_phase5,0.5312525105148053,0.495101586909322,0.0028959516998766388,125423.16700601787,0.16039209779160024,0.625639439455153
292,SpectralClustering,phase1_vs_phase2,0.5226324313630291,0.4403722536697688,0.0016651368490473762,61478.43518342105,0.1353992004009868,0.7761696751867151
292,SpectralClustering,phase1_vs_phase3,0.6133463541666666,0.560977625597733,0.16316153433685573,58562.332711836316,0.27306272618358574,0.5441533447554501
292,SpectralClustering,phase1_vs_phase4,0.8174153645833333,0.31093310420333437,0.44851230496989053,474335.4077209262,0.23062312077173905,0.27871978719897794
292,SpectralClustering,phase1_vs_phase5,0.9822596920673154,0.9819392895015907,0.8882190777561969,161754.02353597342,0.2239496191002339,0.4834139253811458
304,SpectralClustering,phase1_vs_phase2,0.9031569542340911,0.9130221568365208,0.6283807085310098,42405.49309207873,0.23384702177510722,1.0109896785307793
304,SpectralClustering,phase1_vs_phase3,0.5613600501495334,0.5714285714285714,0.010900036936261397,35318.12743492126,0.14005715726679882,1.2706328177415194
304,SpectralClustering,phase1_vs_phase4,0.9323604354876072,0.0,0.7070066018470894,42852.7623876401,0.23375878883460885,1.038386892307981
304,SpectralClustering,phase1_vs_phase5,0.528002313577557,0.4118688297231701,0.0023942614626326396,31750.15375812841,0.13234682978220966,1.3083413738805767
305,SpectralClustering,phase1_vs_phase2,0.5021290348683776,0.01052158850323988,0.0008196274321788106,11691.67974135423,0.48147323220047267,0.25245994784993003
305,SpectralClustering,phase1_vs_phase3,0.5007374373453993,0.02125351033954557,5.068026041064165e-05,19956.88439286622,0.4843049657879111,0.22858365669363473
305,SpectralClustering,phase1_vs_phase4,0.5010076070337577,0.015293553031514959,0.00013507652244381453,15629.591146176428,0.4855793363927704,0.2731730957677922
305,SpectralClustering,phase1_vs_phase5,0.5018618934592596,0.6665714160109024,0.0004016315181817911,26965.296332298556,0.5103495320010638,0.2947318442069161
306,SpectralClustering,phase1_vs_phase2,0.5043846586584599,0.0,0.008463820720260872,46564.50833834292,0.7420305598541318,0.1788684202874968
306,SpectralClustering,phase1_vs_phase3,0.5009835056302534,0.013526508109494198,0.00014628520078994035,98506.53639693657,0.7093999794892629,0.1618920276207633
306,SpectralClustering,phase1_vs_phase4,0.5040868327873193,0.0,0.007903369491987885,44145.93470890225,0.7383961305332892,0.16003849795104583
306,SpectralClustering,phase1_vs_phase5,0.5008403822500356,0.01485655737704918,9.250974326278734e-05,85684.03188617901,0.6854010174510858,0.16628598963354205
307,SpectralClustering,phase1_vs_phase2,0.5030737174614894,0.035758284107780265,0.0007927397936353474,38714.13517165872,0.5387242764553068,0.36190263489109414
307,SpectralClustering,phase1_vs_phase3,0.5031727229118064,0.03582598805800398,0.0008504578388567832,40605.62680443697,0.5186927020779653,0.3968295673663167
307,SpectralClustering,phase1_vs_phase4,0.5000818940355198,0.023592254618295123,-2.091500229972027e-05,41158.53254213251,0.5760884926362112,0.34878137981129503
307,SpectralClustering,phase1_vs_phase5,0.5061684189967774,0.02437299035369775,0.011686413949603972,22219.914678090416,0.6019476964443009,0.2142625997286966
308,SpectralClustering,phase1_vs_phase2,0.5081868489583333,0.032219837939980144,0.015330655142811714,20566.772501358962,0.5289443440065636,0.22769558049876368
308,SpectralClustering,phase1_vs_phase3,0.5067708333333333,0.026721479958890036,0.012782285300948448,13664.988120108652,0.4817276298697495,0.2146600934144603
308,SpectralClustering,phase1_vs_phase4,0.5102864583333333,0.04031640724674662,0.019043709941244224,23390.506259767837,0.4948182343873579,0.24059476445851574
308,SpectralClustering,phase1_vs_phase5,0.5101559194036652,0.039814962513957566,0.018814859372377354,23351.303543691934,0.5127287277447633,0.22215230237084502
309,SpectralClustering,phase1_vs_phase2,0.6033707031120735,0.7066645482211168,0.07410805934140371,27989.247610837527,0.1548299200589564,0.9125183589703997
309,SpectralClustering,phase1_vs_phase3,0.5152939531006981,0.5300077942322681,0.0006944637970575877,75626.64069098272,0.16656486129370096,0.7887561017847698
309,SpectralClustering,phase1_vs_phase4,0.8602700287898342,0.0,0.5324500461752328,78480.89852915725,0.2153279817407988,0.7975044179965926
309,SpectralClustering,phase1_vs_phase5,0.8622058969522486,0.0,0.536403024023879,71050.37123600168,0.2144097944385732,0.8449193131643982
310,SpectralClustering,phase1_vs_phase2,0.5065852609285548,0.0,0.012545441920986162,11035.446699417762,0.530199698139071,0.2678820379018758
310,SpectralClustering,phase1_vs_phase3,0.5054601409709123,0.0,0.010471284375600567,13159.075976701832,0.6356828191846563,0.2087934940570372
310,SpectralClustering,phase1_vs_phase4,0.5063867103477944,0.0,0.012181261458770137,9560.704886540758,0.5529275732448271,0.27725891699262484
310,SpectralClustering,phase1_vs_phase5,0.5054766868526424,0.0,0.010502056629478663,14612.542313671782,0.6279551089717615,0.20351690087717542
311,SpectralClustering,phase1_vs_phase2,0.5744808745765289,0.43243506177643737,0.01605984482086819,66093.27216162962,0.12169377210264044,0.8446557409184462
311,SpectralClustering,phase1_vs_phase3,0.50517578125,0.02049101101875121,0.00986484480709982,9234.050628741481,0.492068987638588,0.2105500749725294
311,SpectralClustering,phase1_vs_phase4,0.5014485677083333,0.005777532539193093,0.002821127667427355,5849.161864815022,0.664588567184661,0.11981152934751632
311,SpectralClustering,phase1_vs_phase5,0.5032062758373751,0.012743385729995471,0.0061861976052582255,26845.026974514683,0.726201357734715,0.1837052924826451
312,SpectralClustering,phase1_vs_phase2,0.50146484375,0.005842259006815969,0.002852690933026611,1162.8303735729596,0.3773781876111805,0.26104070622842857
312,SpectralClustering,phase1_vs_phase3,0.517281376873304,0.5077777406081692,0.0008525190180420364,63907.02375108763,0.15533742454096347,0.8665756324323697
312,SpectralClustering,phase1_vs_phase4,0.635811878947744,0.7232851260419806,0.10558138142259695,39347.56751610681,0.15934897123407282,0.8602665970315245
312,SpectralClustering,phase1_vs_phase5,0.52840086514953,0.5239625078660616,0.0023189774959571936,122495.04750955873,0.1567827079612234,0.6225120245884497
313,SpectralClustering,phase1_vs_phase2,0.8135279129024786,0.0,0.4452758738963937,120130.67363973802,0.1962655100105614,0.47585952449141966
313,SpectralClustering,phase1_vs_phase3,0.8139581058274595,0.8453029552583787,0.446016071354045,136527.67254210383,0.21644329245833013,0.46645568789990144
313,SpectralClustering,phase1_vs_phase4,0.813709917601509,0.0,0.4455889117941591,186633.84397109094,0.2360746905381278,0.41695558411954803
313,SpectralClustering,phase1_vs_phase5,0.6153054846792444,0.1674484467652005,0.06101077398742493,77284.11205525111,0.2470737640965538,0.6466100571999615
314,SpectralClustering,phase1_vs_phase2,0.501318359375,0.005259569494496932,0.0025683265087333837,2103.6148102123952,0.5073110852922416,0.1817318388350563
